term,arousal
makeover,0.51
maker,0.544
makeshift,0.611
makesmehappy,0.663
makesmemad,0.643
malady,0.686
malaise,0.6
malaria,0.653
malarkey,0.5
male,0.532
malevolent,0.854
malfeasance,0.745
malformation,0.602
malfunction,0.577
malice,0.811
malicious,0.765
malign,0.765
malignancy,0.814
malignant,0.824
maligned,0.684
mall,0.663
malleable,0.5
malnutrition,0.592
malpractice,0.559
mambo,0.622
manage,0.53
manager,0.549
managerial,0.52
mandamus,0.577
mandate,0.67
mandatory,0.667
maneuver,0.663
maneuvering,0.64
mange,0.558
mangosteen,0.5
mangy,0.698
manhole,0.5
manhood,0.735
manhunt,0.925
mania,0.683
maniac,0.849
maniacal,0.848
manic,0.892
manifest,0.647
manifestation,0.75
manifested,0.618
manifestly,0.588
manifesto,0.519
manipulate,0.7
manipulation,0.775
manipulative,0.724
manly,0.633
manned,0.588
mannered,0.556
manpower,0.62
mansions,0.529
manslaughter,0.92
manufacture,0.703
manufacturer,0.537
manufacturing,0.613
mar,0.544
marathon,0.778
marginal,0.644
mariachi,0.559
marijuana,0.779
marital,0.529
marketable,0.545
marketing,0.774
marksman,0.833
marksmanship,0.531
marred,0.561
marriage,0.684
married,0.57
marry,0.765
marshal,0.61
martial,0.71
martingale,0.51
martini,0.5
martyr,0.708
martyrdom,0.745
marvel,0.755
marvellous,0.809
marvelous,0.637
marvelously,0.708
masculine,0.54
masculinity,0.67
masked,0.549
masochism,0.845
masochist,0.784
masquerade,0.633
massacre,0.887
massive,0.66
masterful,0.51
mastermind,0.625
masterpiece,0.623
mastery,0.648
masturbate,0.926
masturbation,0.961
matador,0.88
match,0.573
matching,0.735
matchmaker,0.509
materialistic,0.506
materialize,0.596
mathematical,0.5
matinee,0.578
mating,0.84
matrimony,0.637
matron,0.519
matted,0.519
maverick,0.676
maxim,0.562
maximize,0.765
maximum,0.724
mayday,0.643
mayhem,0.87
maze,0.608
meandering,0.644
meaningful,0.5
meanness,0.694
measles,0.635
meathead,0.534
mechanical,0.569
mechanics,0.5
mechanism,0.583
medal,0.555
medallion,0.51
medallist,0.821
meddle,0.77
meddling,0.6
meet,0.51
meeting,0.569
mega,0.538
melee,0.704
melodious,0.53
melodrama,0.83
melodramatic,0.692
melt,0.615
meltdown,0.657
memorable,0.51
memorandum,0.5
memoriesiwontforget,0.542
menace,0.894
menacing,0.88
mending,0.633
meningitis,0.612
menses,0.686
menstrual,0.519
mentalhealth,0.541
meow,0.51
mercenary,0.837
merchant,0.5
merciless,0.88
mercurial,0.546
merengue,0.519
meringue,0.58
merit,0.5
meritorious,0.618
mermaid,0.623
merriment,0.721
merry,0.731
merrychristmas,0.51
mescaline,0.58
mesmerized,0.552
mess,0.843
messedup,0.615
messiah,0.634
messy,0.635
metabolic,0.531
metabolism,0.509
metallurgy,0.509
metamorphosis,0.571
metaphysical,0.573
metastasis,0.646
meteor,0.714
meteoric,0.802
meteorite,0.794
meteorological,0.557
meth,0.564
methadone,0.54
methanol,0.5
metropolis,0.625
mettle,0.529
microcosm,0.5
midshipman,0.615
midwife,0.57
midwifery,0.57
miffed,0.726
mighty,0.837
migraine,0.783
migrate,0.58
migration,0.731
migratory,0.521
militant,0.667
militants,0.673
military,0.71
militia,0.729
milkshake,0.521
million,0.647
millionaire,0.755
millionth,0.528
mimic,0.587
mince,0.529
mindfulness,0.635
minefield,0.839
miner,0.594
mining,0.598
ministerial,0.519
mink,0.515
minstrel,0.541
minx,0.519
miracle,0.607
miracles,0.735
miraculous,0.706
mirth,0.64
misappropriation,0.831
misbehave,0.847
misbehavior,0.704
miscarriage,0.781
mischief,0.834
mischievous,0.804
misconception,0.557
misconduct,0.667
misdemeanor,0.64
misdirection,0.71
miser,0.633
miserably,0.545
misfit,0.5
misfortune,0.78
misguided,0.531
mishap,0.654
misinformed,0.567
misinterpretation,0.556
mislead,0.765
misleading,0.66
misled,0.606
mismanagement,0.52
mismatched,0.557
misnomer,0.528
misread,0.558
misrepresent,0.542
misrepresentation,0.618
misrepresented,0.519
missile,0.83
missiles,0.922
mission,0.633
misstatement,0.547
mistake,0.585
mistaken,0.63
mistreated,0.792
mistress,0.796
mistrial,0.539
mistrust,0.657
misunderstand,0.548
misunderstanding,0.618
misunderstood,0.625
misuse,0.56
mite,0.584
miter,0.5
mitigating,0.52
mitigation,0.527
mitzvah,0.61
mixedemotions,0.673
mixer,0.5
moan,0.735
mob,0.788
mobile,0.569
mobility,0.596
mobilization,0.72
mobilize,0.684
mobster,0.87
mock,0.606
mocked,0.746
mockery,0.806
mocking,0.755
modeler,0.51
moderate disgust,0.558
moderate negative,0.5
moderate surprise,0.663
modernism,0.553
modification,0.52
modify,0.584
mogul,0.652
molest,0.816
molestation,0.808
molester,0.811
momentous,0.587
momentum,0.75
monarch,0.559
monarchy,0.557
money,0.608
monopolist,0.59
monopoly,0.509
monsoon,0.6
monster,0.935
monstrosity,0.933
monstrous,0.942
montage,0.52
monumental,0.594
mood,0.5
moods,0.633
moody,0.811
moonwalk,0.586
moored,0.5
moorings,0.5
moot,0.5
mooted,0.58
moped,0.582
morbid,0.833
morbidity,0.63
morbidness,0.694
morgue,0.539
moron,0.587
moronic,0.5
morose,0.663
morphism,0.549
mortal,0.786
mortality,0.726
mortar,0.627
mortgagee,0.633
mortgagor,0.522
mortification,0.644
mortified,0.731
mortuary,0.606
motherfucker,0.827
motherfucking,0.823
motherhood,0.546
motherless,0.541
motion,0.538
motivate,0.776
motivating,0.82
motivation,0.784
motivational,0.646
motive,0.588
motor,0.551
motorbike,0.608
motorboat,0.5
motorcade,0.73
motorcar,0.565
motorcycle,0.764
motorist,0.663
mountaineer,0.774
mountainous,0.519
mountaintop,0.541
mourn,0.583
mousetrap,0.643
mouthful,0.565
movable,0.509
move,0.647
movement,0.654
mover,0.539
movie,0.56
moving,0.673
movingforward,0.518
movingon,0.529
mow,0.559
mower,0.51
muchneeded,0.602
mucked,0.5
muddle,0.71
muddled,0.615
mugger,0.85
multinational,0.51
multiple,0.51
multiple sclerosis,0.587
multiplex,0.59
multiplication,0.565
multiplied,0.559
multiplier,0.615
multiply,0.625
multitude,0.765
mumbo,0.506
mummy,0.588
murder,0.942
murderer,0.96
murderess,0.941
murderous,0.94
murky,0.618
murmur,0.52
music,0.563
musical,0.63
musician,0.509
musket,0.654
musketeer,0.569
muskrat,0.51
mustang,0.642
mutable,0.531
mutant,0.676
mutate,0.548
mutation,0.625
mutilate,0.9
mutilated,0.841
mutilation,0.782
mutiny,0.89
myfavorite,0.587
mysterious,0.699
mystery,0.667
mystic,0.52
mysticism,0.598
mystified,0.6
mystique,0.633
mythic,0.528
mythical,0.556
mythological,0.573
nab,0.544
nail gun,0.806
naked,0.885
nakedness,0.76
napalm,0.58
narcissism,0.639
narcissist,0.614
narcissistic,0.708
narcotic,0.858
narrowing,0.593
nasty,0.62
naughty,0.857
nausea,0.781
nauseate,0.66
nauseating,0.64
nauseous,0.78
nautilus,0.509
navigate,0.555
navigator,0.592
navy,0.76
necessitate,0.604
necessities,0.63
necromancer,0.625
necrosis,0.622
need,0.574
needlepoint,0.5
needles,0.602
needtoknow,0.606
nefarious,0.72
negative,0.527
negativity,0.52
neglect,0.55
negligee,0.52
negligence,0.57
negligent,0.583
negligently,0.583
negotiable,0.585
negotiate,0.708
negotiation,0.615
neigh,0.642
nemesis,0.688
neonatal,0.529
nepotism,0.584
nerve,0.698
nerves,0.783
nervous,0.82
nervousness,0.915
nervouswreck,0.867
nervy,0.83
netting,0.509
neuralgia,0.706
neurological,0.54
neurologist,0.5
neurology,0.537
neurosis,0.766
neurosurgeon,0.673
neurosurgery,0.632
neurotic,0.801
new age,0.556
newbeginnings,0.613
newborn,0.58
newfound,0.741
newjob,0.643
newlife,0.646
newlywed,0.706
newme,0.55
newness,0.522
news,0.58
newscast,0.509
newscaster,0.51
newsflash,0.637
newsreel,0.571
newstart,0.51
newyear,0.784
nibble,0.551
nicotine,0.608
nifty,0.745
nightclub,0.894
nightlife,0.783
nightmare,0.81
nightmares,0.942
nihilism,0.51
nimble,0.729
nimrod,0.5
ninja,0.844
nintendo,0.571
nip,0.7
nipple,0.786
nippy,0.5
nitro,0.647
nitrous,0.561
nitwit,0.606
nocturnal,0.5
noise,0.883
noisy,0.812
nomadic,0.519
nomination,0.637
nominee,0.625
noncompliance,0.598
nonpayment,0.51
nonsense,0.531
nosebleed,0.776
nosey,0.655
nosy,0.558
notables,0.608
notably,0.533
notamorningperson,0.578
notched,0.53
noticeable,0.562
notoriety,0.633
notorious,0.582
novelty,0.521
noxious,0.585
nuclear,0.856
nude,0.915
nudge,0.5
nudie,0.529
nudist,0.796
nudity,0.853
nuisance,0.817
nuke,0.905
nunchucks,0.58
nuptials,0.588
nurse,0.578
nursing,0.549
nutcase,0.775
nuthouse,0.519
nymph,0.529
nymphomaniac,0.894
oath,0.615
objection,0.592
obligation,0.596
obligatory,0.571
oblige,0.77
obliged,0.68
obligor,0.6
obliterate,0.539
obliteration,0.622
obnoxious,0.602
obscene,0.745
obscenity,0.843
obscure,0.551
obsess,0.846
obsessed,0.84
obsessing,0.773
obsession,0.847
obsessive,0.823
obstacle,0.708
obstetrician,0.636
obstetrics,0.582
obstinate,0.696
obstruct,0.66
obstruction,0.742
obstructive,0.65
occupied,0.546
occupy,0.52
occur,0.561
occurrence,0.69
oddity,0.557
odious,0.708
odyssey,0.692
oedipal,0.575
oestrogen,0.608
offence,0.798
offend,0.804
offended,0.69
offender,0.851
offense,0.765
offensive,0.882
offer,0.745
offhand,0.5
official,0.565
offside,0.519
oftentimes,0.5
ogre,0.698
ohdear,0.519
ohgod,0.557
ohshit,0.594
oily,0.533
oligarchy,0.567
omen,0.657
omgomgomg,0.551
ominous,0.73
omnipotence,0.793
omnipotent,0.679
oncologist,0.654
oncoming,0.625
onedge,0.552
onelove,0.577
onslaught,0.939
onstage,0.673
onus,0.52
onward,0.538
oomph,0.613
ooze,0.577
oozing,0.515
opener,0.526
opening,0.51
openness,0.561
opera,0.5
operate,0.69
operation,0.611
operational,0.57
operations,0.549
operative,0.635
operator,0.63
opiate,0.594
opinionated,0.8
opponent,0.741
opportune,0.538
opportunism,0.752
opportunity,0.745
oppose,0.8
opposing,0.66
opposite,0.545
opposites,0.518
opposition,0.729
oppress,0.654
oppressed,0.64
oppression,0.673
oppressive,0.59
oppressor,0.776
ops,0.55
optimism,0.565
optimist,0.539
optimistic,0.58
opulence,0.615
opulent,0.66
oracle,0.531
orangutan,0.56
orbiting,0.643
orc,0.51
orchestra,0.5
ordeal,0.539
ordnance,0.825
organism,0.559
organization,0.535
organize,0.655
organizer,0.577
orgasm,0.863
orgies,0.953
orgy,0.962
originality,0.5
originate,0.5
originator,0.51
ornery,0.52
orthodontist,0.615
oscillate,0.58
oscillating,0.548
oscillatory,0.52
ostensible,0.549
ostensibly,0.529
ostentatious,0.794
ostracized,0.69
ought,0.511
oust,0.716
outage,0.684
outbid,0.622
outbreak,0.632
outburst,0.802
outcry,0.773
outdo,0.75
outgrow,0.529
outgrowth,0.62
outhouse,0.519
outing,0.672
outlandish,0.737
outlast,0.786
outlaw,0.662
outlive,0.769
outlook,0.525
outlying,0.562
outnumber,0.615
outpost,0.571
outpouring,0.685
outrage,0.689
outraged,0.696
outrageous,0.945
outrank,0.643
outrun,0.833
outset,0.5
outsider,0.549
outskirts,0.519
outsmart,0.657
outstanding,0.76
outweigh,0.6
outwit,0.755
ovation,0.758
overactive,0.885
overbearing,0.833
overburden,0.755
overcharged,0.78
overcome,0.689
overcoming,0.765
overcrowded,0.52
overdo,0.864
overdose,0.82
overdrive,0.715
overestimate,0.796
overestimated,0.646
overflow,0.792
overflowing,0.796
overgrown,0.5
overgrowth,0.79
overhanging,0.755
overhaul,0.651
overhead,0.7
overheated,0.598
overjoyed,0.708
overkill,0.861
overlaid,0.61
overlap,0.615
overlapping,0.578
overlay,0.596
overload,0.69
overlord,0.755
overlying,0.519
overpaid,0.67
overpass,0.561
overplayed,0.798
overpower,0.859
overpowering,0.779
overpriced,0.556
overprotective,0.673
overrated,0.63
overreact,0.912
overrun,0.764
oversee,0.649
overseer,0.52
overshadow,0.549
oversight,0.618
oversized,0.54
overstate,0.779
overstock,0.592
overtake,0.62
overtaken,0.552
overthemoon,0.531
overthinker,0.606
overthinking,0.761
overthrow,0.868
overtime,0.504
overturn,0.765
overweight,0.5
overwhelm,0.823
overwhelmed,0.68
overwhelming,0.83
overworked,0.67
overwrought,0.9
overzealous,0.804
pacemaker,0.569
pacing,0.551
paean,0.547
pagan,0.578
paganism,0.64
pageant,0.667
pager,0.526
pain,0.765
pained,0.5
painful,0.742
painfully,0.72
pains,0.673
paintball,0.745
palace,0.51
palatable,0.5
palpitations,0.702
pandemic,0.79
pandemonium,0.885
pang,0.595
panic,0.938
panicattack,0.724
panicked,0.949
panicking,0.882
panicky,0.962
panther,0.594
panties,0.529
panty,0.557
pantyhose,0.539
parabolic,0.509
parachute,0.787
parade,0.685
paradise,0.54
paradoxical,0.547
paralysis,0.5
paramedics,0.594
paramilitary,0.804
paramount,0.615
paranoia,0.841
paranoid,0.918
paranormal,0.814
paraphernalia,0.726
parasitic,0.6
parenthood,0.63
parenting,0.52
parkinsons,0.57
parlay,0.611
parliament,0.54
parliamentary,0.554
parody,0.651
parole,0.62
partake,0.656
participant,0.598
participate,0.58
participation,0.7
parting,0.542
partisan,0.549
partisanship,0.566
party,0.84
passion,0.865
passionate,0.827
passkey,0.5
paste,0.556
paternity,0.59
pathological,0.602
pathologist,0.552
pathology,0.56
patriarchal,0.5
patriot,0.635
patriotic,0.509
patriotism,0.635
patrol,0.664
patrolman,0.731
patter,0.635
pavilion,0.5
pay,0.588
payback,0.5
paycheck,0.63
payday,0.741
payer,0.63
payload,0.51
payoff,0.644
payout,0.6
peaked,0.704
peat,0.655
peck,0.53
pecker,0.509
pedantic,0.608
peddle,0.549
pediatrician,0.5
pedometer,0.561
pedophile,0.724
pee,0.529
peekaboo,0.607
peeper,0.537
peephole,0.5
peeved,0.75
pelagic,0.554
pelvic,0.632
pelvis,0.618
penal,0.565
penance,0.667
penetrate,0.877
penetrating,0.792
penetration,0.885
penile,0.736
penis,0.81
penitent,0.53
penitentiary,0.726
pentagon,0.636
pep,0.51
pepper,0.539
peppy,0.529
perceptive,0.5
percussion,0.635
perdition,0.656
perfection,0.745
perfectionist,0.704
perfecto,0.567
perforated,0.607
perforation,0.668
perforce,0.689
perform,0.555
performance,0.52
performer,0.53
peril,0.91
perilous,0.862
perish,0.57
perished,0.596
perjury,0.686
perk,0.519
perky,0.792
permeation,0.559
permissible,0.646
permutation,0.588
pernicious,0.6
peroxide,0.529
perpetrate,0.837
perpetrator,0.765
perpetuate,0.588
perpetuation,0.677
perplexed,0.705
perplexing,0.53
perplexity,0.72
persecute,0.873
persecution,0.865
perseverance,0.63
persevere,0.583
persist,0.644
persistence,0.611
persistent,0.667
persisting,0.677
personable,0.52
personality,0.513
perspiration,0.667
persuade,0.618
persuasion,0.67
persuasive,0.7
perturbation,0.84
pertussis,0.569
pervading,0.684
perverse,0.808
perversion,0.83
pervert,0.863
perverted,0.918
pesky,0.76
pest,0.68
pester,0.78
pestilence,0.66
petition,0.575
petitioner,0.531
petpeeve,0.594
petrified,0.625
petrify,0.571
petrol,0.519
petty,0.537
petulant,0.685
phantom,0.759
phenomenal,0.75
phenomenon,0.721
pheromone,0.573
philistine,0.5
phobia,0.904
phonics,0.519
phony,0.592
phosphorus,0.539
photogenic,0.5
physical,0.52
physicist,0.538
physique,0.5
picked,0.518
picket,0.615
picketing,0.557
pickpocket,0.704
pickup,0.529
picky,0.729
pieceofshit,0.724
pierce,0.67
pigsty,0.529
pileup,0.559
pilgrimage,0.522
pillage,0.685
pilot,0.68
pimp,0.7
pinball,0.64
pinch,0.632
pinching,0.788
pioneer,0.618
piped,0.529
pique,0.5
piracy,0.792
piranha,0.799
pirate,0.74
piscina,0.5
pissed,0.888
pissedoff,0.651
pisser,0.547
pissesmeoff,0.587
pissingmeoff,0.622
pissoff,0.617
pistol,0.9
pitcher,0.673
pitchfork,0.58
pitfall,0.775
pitted,0.653
pixie,0.537
pizzazz,0.735
pizzeria,0.52
plagiarism,0.716
plague,0.596
plaintiff,0.806
plaintive,0.529
plan,0.54
planes,0.606
planetary,0.5
plantation,0.585
platinum,0.518
platoon,0.7
plaudit,0.813
play,0.765
playa,0.51
playback,0.559
playbook,0.582
playboy,0.9
player,0.688
playful,0.688
playground,0.62
playhouse,0.729
playmate,0.509
playoff,0.716
playroom,0.661
plaything,0.602
playtime,0.596
playwright,0.55
plead,0.596
pleased,0.548
pleasurable,0.529
pleasure,0.74
pleasures,0.654
pledged,0.63
plentiful,0.735
plenty,0.612
plethora,0.602
plight,0.52
plot,0.567
plow,0.56
plowing,0.531
ploy,0.559
pluck,0.583
plucky,0.817
plumb,0.5
plumber,0.51
plummet,0.75
plunder,0.894
plunge,0.69
plunger,0.51
plutonium,0.675
pneumatic,0.52
pneumonia,0.608
poacher,0.673
poachers,0.857
poaching,0.824
pointedly,0.706
pointy,0.651
poison,0.76
poisoned,0.808
poisoning,0.837
poisonous,0.87
poke,0.713
poker,0.689
polemic,0.75
police,0.77
police officer,0.816
policeman,0.708
policewoman,0.74
policy,0.735
politic,0.581
political,0.73
politician,0.551
politics,0.528
polity,0.583
poll,0.5
polling,0.598
pollute,0.66
pollution,0.694
poltergeist,0.784
polygamy,0.647
polygon,0.558
polymorphism,0.592
pompous,0.571
pong,0.5
poorly,0.62
pop,0.51
popper,0.509
poppycock,0.51
popular,0.676
popularity,0.784
popularized,0.771
populous,0.63
porker,0.602
porn,0.915
porno,0.923
pornographic,0.896
pornography,0.921
portray,0.529
positive,0.51
positiveenergy,0.5
positively,0.645
positivity,0.549
posse,0.51
possess,0.59
possessed,0.884
possessing,0.593
possession,0.676
possessive,0.648
possessor,0.573
postponement,0.569
potency,0.745
potent,0.784
potential,0.625
pothead,0.51
potluck,0.561
potpourri,0.58
pounce,0.657
pounding,0.843
pour,0.57
poverty,0.519
power,0.67
powerful,0.83
powerfully,0.724
powerhouse,0.755
powerless,0.5
powwow,0.65
pox,0.567
practice,0.582
practiced,0.605
praisegod,0.5
praising,0.557
prance,0.547
prank,0.69
preaching,0.604
preamble,0.555
precarious,0.54
precaution,0.52
precautionary,0.587
precede,0.566
precedence,0.52
precious,0.5
precipice,0.784
precipitate,0.77
precipitation,0.663
precipitous,0.651
preclude,0.552
precocious,0.61
precursor,0.672
predator,0.76
predatory,0.865
predicting,0.647
prediction,0.635
predictor,0.615
predilection,0.529
predisposed,0.571
predisposition,0.611
predominance,0.702
predominant,0.596
predominate,0.61
preeminent,0.676
preference,0.5
pregnancy,0.769
pregnant,0.773
prejudice,0.613
prejudiced,0.625
prejudicial,0.745
premarital,0.598
prematurely,0.657
premier,0.519
premiere,0.596
premise,0.519
premium,0.59
premonition,0.765
prenuptial,0.569
preoccupation,0.694
preoccupied,0.7
prep,0.509
preparation,0.5
preparatory,0.5
prepare,0.542
preparedness,0.542
preparer,0.5
preparing,0.538
preponderance,0.551
preposterous,0.827
preppy,0.52
prescient,0.539
prescribe,0.55
presentation,0.604
presenter,0.607
presentment,0.663
preservation,0.51
preside,0.564
presidency,0.686
president,0.622
presidential,0.656
press,0.52
pressing,0.755
pressure,0.65
prestige,0.594
prestigious,0.644
presume,0.635
presumption,0.596
presumptuous,0.596
pretend,0.528
pretended,0.556
pretender,0.683
pretense,0.6
pretensions,0.68
pretentious,0.736
pretty,0.516
prevail,0.557
prevailing,0.708
prevalence,0.52
prey,0.5
priceless,0.696
pricey,0.567
prick,0.764
prickly,0.587
pride,0.634
primacy,0.66
primordial,0.569
princely,0.54
princess,0.557
printing,0.654
printout,0.66
prioritize,0.594
priority,0.562
prismatic,0.562
prison,0.677
prisoner,0.654
prissy,0.559
privately,0.562
privilege,0.625
prize,0.763
prized,0.53
proactive,0.723
probation,0.635
probationary,0.61
problem,0.644
problematic,0.72
procedure,0.548
proceed,0.63
processing,0.774
procession,0.539
proclaim,0.673
proclamation,0.767
procreate,0.76
procreation,0.714
proctologist,0.582
procure,0.52
procurement,0.559
prodigious,0.67
prodigy,0.704
produce,0.737
produced,0.528
producer,0.561
producing,0.616
production,0.594
productive,0.677
productivity,0.691
profane,0.701
profanity,0.79
profession,0.529
professionalism,0.541
proficiency,0.857
profound,0.546
prognosis,0.506
prognostic,0.604
progress,0.642
progression,0.562
progressive,0.606
prohibit,0.758
prohibited,0.77
prohibition,0.684
prohibitive,0.667
projectile,0.865
projectiles,0.848
projecting,0.564
projection,0.5
proletarian,0.5
proletariat,0.548
prolific,0.55
prolong,0.567
prolongation,0.536
prominence,0.59
prominent,0.627
prominently,0.633
promiscuity,0.96
promiscuous,0.8
promise,0.5
promising,0.549
promissory,0.551
promo,0.551
promote,0.596
promoter,0.573
promotion,0.755
promotional,0.646
prompt,0.548
promulgation,0.529
pronounce,0.52
pronounced,0.551
pronouncement,0.567
pronto,0.5
proof,0.509
propaganda,0.651
propagate,0.609
propagation,0.712
propel,0.786
propelled,0.736
propeller,0.569
propelling,0.77
prophecy,0.692
prophesy,0.538
prophetic,0.586
proposal,0.667
propose,0.72
proposition,0.75
propulsion,0.773
prosecute,0.587
prosecution,0.857
prospection,0.633
prospective,0.5
prospectively,0.62
prospector,0.651
prospectus,0.558
prosper,0.633
prosperity,0.6
prosperous,0.627
prostate,0.51
prostitute,0.86
prostitution,0.843
protagonist,0.704
protect,0.714
protecting,0.558
protection,0.53
protest,0.889
protestant,0.73
protocol,0.5
protracted,0.509
protrude,0.627
protrusion,0.67
proud,0.7
prove,0.52
provide,0.517
providing,0.55
provisional,0.539
provisions,0.51
provocation,0.893
provocative,0.814
provoke,0.871
provoked,0.676
provoking,0.92
prowess,0.657
prowl,0.542
prowler,0.608
proximity,0.508
prying,0.647
psoriasis,0.674
psych,0.5
psychedelic,0.63
psychiatric,0.616
psychiatrist,0.627
psychiatry,0.663
psychic,0.559
psychical,0.5
psychics,0.529
psycho,0.922
psychoanalyst,0.6
psychobabble,0.602
psychopath,0.943
psychopathic,0.918
psychosis,0.859
psychosomatic,0.58
psychotherapy,0.547
psychotic,0.856
pterodactyl,0.716
ptsd,0.52
pub,0.637
puberty,0.786
pubes,0.513
pubescent,0.57
pubic,0.57
public,0.51
publicist,0.531
publicity,0.622
publicspeaking,0.917
publish,0.547
publishing,0.615
puffing,0.612
puffy,0.54
puke,0.545
pull,0.685
pulsar,0.5
pulsation,0.567
puma,0.704
pump,0.882
pumped,0.7
pun,0.529
punch,0.787
punched,0.634
punching,0.915
punchy,0.618
puncture,0.777
pundit,0.582
pungent,0.755
punish,0.808
punishable,0.588
punished,0.735
punishing,0.898
punishment,0.825
punitive,0.576
punk,0.63
purchase,0.5
purchaser,0.549
purchasing,0.653
purgatory,0.705
purge,0.566
purpose,0.534
purposely,0.706
pursuance,0.5
pursue,0.783
pursuing,0.906
push,0.608
pusher,0.828
pushing,0.644
pushover,0.558
pushy,0.906
puss,0.582
pussy,0.759
putrid,0.62
putt,0.5
puzzled,0.5
puzzling,0.644
pyrotechnics,0.821
python,0.618
quadrangle,0.589
quake,0.824
qualifications,0.576
qualified,0.52
qualify,0.594
qualifying,0.577
qualities,0.51
quandary,0.575
quantum,0.5
quarantine,0.577
quarrel,0.929
quarterback,0.726
quartered,0.87
quartermaster,0.58
quash,0.689
queasiness,0.594
queasy,0.587
queen,0.692
queer,0.61
quell,0.696
quest,0.716
questionable,0.551
questioning,0.696
quibble,0.685
quick,0.755
quicken,0.75
quickie,0.7
quickly,0.85
quickness,0.635
quicksand,0.74
quintet,0.56
quit,0.559
quivering,0.776
quiz,0.61
quorum,0.544
quotation,0.59
quote,0.55
quotes,0.578
rabble,0.602
rabid,0.827
rabies,0.75
racehorse,0.702
racer,0.631
racetrack,0.808
racial,0.519
racism,0.673
racist,0.673
racketeering,0.877
racquetball,0.667
racy,0.566
radar,0.615
radiance,0.625
radiant,0.717
radiate,0.735
radiation,0.741
radical,0.792
radically,0.731
radioactive,0.798
radioactivity,0.91
radiography,0.614
raffle,0.51
rage,0.888
ragemode,0.663
ragetweet,0.551
ragged,0.519
raggedy,0.531
raging,0.927
ragtime,0.602
raid,0.726
raider,0.86
rail,0.5
railroad,0.592
railway,0.615
rainbows,0.517
rainmaker,0.509
rainstorm,0.535
raise,0.685
raising,0.519
rally,0.68
rambling,0.51
ramp,0.517
rampage,0.875
rampant,0.788
rampart,0.52
rancher,0.52
random,0.52
randomly,0.594
ranger,0.545
ranking,0.592
ransom,0.8
rant,0.774
ranting,0.755
rap,0.575
rape,0.856
rapid,0.788
rapidity,0.798
rapids,0.817
rapist,0.906
rapper,0.755
rapping,0.716
rapport,0.664
rapt,0.736
raptor,0.773
raptors,0.565
rapture,0.883
rarity,0.548
rascal,0.706
rash,0.82
rat,0.567
ratchet,0.52
ratification,0.577
rating,0.679
rationalism,0.5
rationality,0.51
rattled,0.641
rattler,0.73
rattlesnake,0.803
raucous,0.74
ravage,0.755
rave,0.637
ravenous,0.7
ravine,0.673
raving,0.764
ravishing,0.833
rawr,0.635
ray,0.67
razor,0.61
reach,0.625
react,0.716
reaction,0.811
reactionary,0.573
reactive,0.817
reactor,0.794
readiness,0.531
readjustment,0.563
readytogo,0.654
reaffirm,0.559
reagent,0.698
real,0.51
realism,0.545
realist,0.572
realistic,0.52
realization,0.51
realm,0.509
reaper,0.565
reappear,0.625
rear,0.52
rearrange,0.51
rearrangement,0.527
reassemble,0.54
rebate,0.569
rebel,0.83
rebellion,0.843
rebellious,0.88
rebels,0.86
rebirth,0.712
reboot,0.577
reborn,0.618
rebuild,0.557
rebuke,0.677
rebut,0.519
rebuttal,0.69
recalcitrant,0.624
recant,0.575
recap,0.578
recapture,0.656
receiving,0.562
receptive,0.519
recess,0.51
recharge,0.702
recidivism,0.52
reciprocal,0.52
reciprocity,0.673
recitation,0.519
reckless,0.788
recklessness,0.763
reckoning,0.622
reclaim,0.724
reclamation,0.75
recognition,0.587
recombinant,0.519
recompense,0.62
reconciliation,0.57
reconfigure,0.5
reconnaissance,0.604
reconnect,0.548
reconstruct,0.618
reconstruction,0.719
reconvene,0.529
recording,0.537
recover,0.51
recreate,0.545
recreation,0.632
recreational,0.686
recruit,0.654
recruiter,0.63
recruiting,0.787
recruitment,0.645
recruits,0.653
rectal,0.618
rectification,0.56
recur,0.5
recurrence,0.538
recurrent,0.5
recurring,0.56
recursion,0.58
recursive,0.59
recursively,0.519
redhead,0.549
redheaded,0.52
redneck,0.5
redo,0.5
redress,0.558
redundant,0.5
reelection,0.673
reeling,0.542
reenactment,0.592
referee,0.644
refit,0.577
reflection,0.5
reflector,0.51
reflux,0.559
reformation,0.5
reformer,0.569
refractor,0.541
refresh,0.64
refreshing,0.52
refugee,0.607
refund,0.528
refurbish,0.633
refusal,0.61
refuse,0.52
refusing,0.67
refutation,0.726
refute,0.731
regain,0.52
regenerate,0.607
regeneration,0.64
regent,0.529
reggae,0.52
regime,0.668
regimen,0.538
regiment,0.722
regimental,0.637
regionalism,0.5
registrar,0.537
regression,0.5
regret,0.623
regretted,0.54
regretting,0.567
regroup,0.602
regurgitation,0.647
rehabilitate,0.538
rehabilitation,0.528
rehearse,0.622
reign,0.567
reigning,0.632
reimbursement,0.61
reincarnation,0.747
reinforce,0.583
reinforcement,0.702
reinforcements,0.719
reinstall,0.5
reinstate,0.551
reinstatement,0.521
reinvest,0.627
reinvestment,0.622
reject,0.647
rejection,0.704
rejects,0.637
rejoice,0.65
rejoicing,0.637
rejoin,0.548
rejuvenate,0.588
rejuvenated,0.673
rekindle,0.52
relate,0.5
relation,0.604
relationship,0.566
relay,0.542
release,0.606
relegation,0.5
relentless,0.713
