term,arousal
libretto,0.328
license,0.394
lichen,0.388
lick,0.482
licorice,0.31
lid,0.189
liege,0.426
lieu,0.41
lifeboat,0.425
lifeless,0.333
lifelong,0.33
lifestyle,0.472
lifted,0.441
ligament,0.41
ligation,0.423
ligature,0.43
light,0.32
light year,0.425
lightbulb,0.255
lighten,0.438
lighthouse,0.24
lighting,0.44
lightness,0.36
lights,0.48
lightweight,0.3
likable,0.48
like,0.353
likelihood,0.469
likely,0.356
likeness,0.41
likewise,0.217
lilac,0.18
lily,0.245
limb,0.397
limbo,0.284
lime,0.24
limestone,0.323
limey,0.347
limit,0.453
limitation,0.431
limited,0.273
limo,0.367
limp,0.44
lin,0.362
line,0.18
lineage,0.465
lineal,0.17
linear,0.25
lined,0.367
linen,0.323
liner,0.396
lines,0.317
lineup,0.427
linger,0.311
lingerie,0.463
lingo,0.364
lingual,0.457
linguini,0.338
linguist,0.33
linguistic,0.351
linguistics,0.39
lining,0.363
link,0.264
linoleum,0.378
lint,0.173
lip,0.348
lipstick,0.429
liquefied,0.463
liquid,0.235
lira,0.255
lisp,0.412
list,0.26
listen,0.36
listener,0.375
listenting,0.377
listing,0.273
listless,0.35
listneing,0.37
litany,0.365
liter,0.208
literacy,0.306
literal,0.353
literally,0.353
literary,0.324
literature,0.25
lithium,0.33
lithograph,0.327
lithography,0.346
lithology,0.378
lithosphere,0.333
little,0.16
littlethings,0.311
littoral,0.387
liturgy,0.327
livelihood,0.481
liver,0.29
livery,0.417
livestock,0.42
lizard,0.375
load,0.417
loader,0.377
loaf,0.25
loafer,0.396
loam,0.373
loan,0.48
lobby,0.427
lobe,0.364
lobster,0.356
local,0.269
locale,0.387
locality,0.336
localization,0.33
localize,0.481
localized,0.46
location,0.375
locator,0.426
loch,0.235
locker,0.3
locket,0.327
locksmith,0.417
locust,0.412
lode,0.423
lodge,0.356
lodger,0.448
lodging,0.286
loft,0.378
lofty,0.306
log,0.371
logarithm,0.439
logarithmic,0.458
logic,0.245
logical,0.4
logo,0.296
logotype,0.337
loin,0.298
lollipop,0.483
lone,0.204
loneliness,0.182
lonely,0.226
loner,0.152
lonesome,0.213
long,0.353
longboat,0.454
longevity,0.353
longing,0.434
longitude,0.31
longitudinal,0.398
longitudinally,0.38
longtime,0.442
loo,0.357
look,0.429
looker,0.354
loom,0.245
loon,0.392
loony,0.474
loop,0.343
loose,0.312
loosen,0.337
loosening,0.343
lop,0.363
lord,0.327
lords,0.356
lore,0.373
lorry,0.481
lot,0.215
lotion,0.261
lots,0.417
lotus,0.377
lounge,0.245
lounging,0.167
louse,0.439
lousy,0.482
lovable,0.335
loved,0.452
loveless,0.365
lovely,0.456
lovinglife,0.404
lovinlife,0.46
low,0.22
lowdown,0.441
lower,0.296
lowering,0.363
lowest,0.304
lowlands,0.29
lowly,0.294
lox,0.373
loyal,0.265
loyalty,0.406
lsd,0.471
lube,0.49
lubricate,0.49
lucid,0.49
luck,0.49
lug,0.443
luggage,0.226
lukewarm,0.3
lull,0.13
lullaby,0.156
lumbar,0.418
lumber,0.184
luminous,0.392
lump,0.337
lumpy,0.378
lunar,0.296
lunch,0.41
lunchbox,0.346
luncheon,0.24
lunchtime,0.398
lung,0.292
lungs,0.352
lute,0.407
lycra,0.449
lye,0.396
lyre,0.347
lyric,0.269
lyrical,0.451
lyrics,0.214
macadamia,0.33
macaroni,0.41
mace,0.412
mach,0.432
mackerel,0.423
macro,0.469
madam,0.308
mademoiselle,0.459
maestro,0.357
magazine,0.332
mage,0.373
magenta,0.275
magna,0.49
magnesium,0.32
magnet,0.318
magnetite,0.49
magnifier,0.216
magnifying,0.265
magnolia,0.343
magpie,0.458
mahi mahi,0.41
mahjong,0.418
mahogany,0.225
maid,0.324
maiden,0.396
mail,0.231
mailbox,0.222
mailing,0.324
mailman,0.418
mainframe,0.49
mainland,0.407
mainstay,0.4
maintain,0.398
maintenance,0.41
make,0.42
makeup,0.333
makingdisciples,0.402
mallet,0.39
malt,0.373
mama,0.413
mamma,0.358
mammal,0.449
mammoth,0.471
mammy,0.415
man,0.427
manageable,0.361
management,0.491
mandarin,0.398
mandible,0.431
mandolin,0.433
mandrel,0.49
mane,0.277
manger,0.276
mangle,0.449
mango,0.327
manicure,0.308
manicurist,0.352
manifold,0.461
mankind,0.471
manna,0.294
mannequin,0.302
manner,0.25
manners,0.284
manor,0.358
mansion,0.49
mantel,0.265
mantis,0.355
mantle,0.269
mantra,0.249
manual,0.245
manure,0.471
manuscript,0.208
map,0.229
maple,0.39
marble,0.212
marbled,0.385
marbles,0.345
march,0.2
mare,0.32
margarine,0.316
margarita,0.438
margin,0.219
marinara,0.388
marine,0.471
mariner,0.491
maritime,0.49
mark,0.231
marked,0.358
marker,0.333
market,0.48
marketplace,0.42
marks,0.48
marl,0.471
marmalade,0.37
maroon,0.358
marooned,0.48
marquee,0.284
marquis,0.444
marrow,0.422
marsh,0.358
marshmallow,0.441
mart,0.402
marzipan,0.38
mascara,0.45
mascot,0.337
mash,0.363
mashed,0.337
mask,0.49
masks,0.472
mason,0.442
mass,0.245
massage,0.356
masses,0.453
masseur,0.265
masseuse,0.373
mast,0.39
master,0.49
mat,0.221
matchbook,0.391
mate,0.417
material,0.363
materialism,0.39
materialist,0.491
materiality,0.45
materially,0.451
materials,0.361
materiel,0.294
maternal,0.417
maternity,0.48
math,0.375
mathematician,0.418
mathematics,0.435
matriculation,0.49
matrix,0.378
matter,0.353
matting,0.405
mattress,0.255
maturation,0.439
mature,0.347
maturity,0.4
maudlin,0.417
mausoleum,0.281
mauve,0.33
may,0.273
mayflower,0.463
mayonnaise,0.32
mayor,0.481
mead,0.337
meadow,0.13
meager,0.389
meal,0.461
mean,0.467
meander,0.443
meanie,0.42
meaning,0.395
meaningless,0.314
means,0.373
meantime,0.222
measurable,0.41
measure,0.375
measured,0.265
measurement,0.418
measuring,0.337
measuring cup,0.343
measuring tape,0.28
meat,0.421
meatball,0.279
meatloaf,0.389
mechanic,0.433
med,0.429
media,0.33
medial,0.34
median,0.216
mediate,0.308
mediation,0.35
mediator,0.438
medic,0.472
medical,0.373
medicate,0.375
medication,0.439
medicinal,0.417
medicine,0.318
medieval,0.408
mediocre,0.481
mediocrity,0.398
meditate,0.146
meditating,0.185
meditation,0.12
meditative,0.12
mediterranean,0.454
medium,0.356
medley,0.352
meek,0.15
meh,0.286
melancholic,0.306
melancholy,0.26
mellow,0.069
melody,0.434
melon,0.231
melting,0.47
member,0.333
membership,0.411
membrane,0.43
memento,0.36
memo,0.235
memoir,0.242
memorabilia,0.412
memorial,0.304
memorials,0.333
memories,0.487
memorize,0.451
memory,0.378
menagerie,0.48
mend,0.436
menial,0.42
meniscus,0.33
menopause,0.46
mental,0.49
mentality,0.415
menthol,0.292
mention,0.365
mentor,0.455
menu,0.333
mercantile,0.49
merchandise,0.46
merciful,0.346
mercury,0.312
mercy,0.229
mere,0.221
merge,0.48
merger,0.49
meridian,0.324
meridional,0.29
mesa,0.191
mesh,0.235
meshes,0.363
message,0.391
messenger,0.434
metal,0.429
metallic,0.33
metaphor,0.28
metaphorical,0.412
metaphysics,0.396
meteorology,0.418
meter,0.3
methane,0.46
method,0.275
methodical,0.36
methodology,0.327
meticulous,0.48
metime,0.398
metric,0.248
metrical,0.375
metrology,0.432
metropolitan,0.408
mew,0.481
mezzanine,0.427
mica,0.25
mick,0.451
micro,0.27
microbe,0.45
microbiology,0.378
microchip,0.358
microfilm,0.352
microgram,0.286
micrometer,0.358
micron,0.291
microphone,0.431
microscope,0.33
microscopic,0.327
microscopically,0.37
microscopy,0.339
microwave,0.497
mid,0.315
midair,0.413
midday,0.25
middle,0.157
middleman,0.404
middleweight,0.302
midget,0.295
midland,0.402
midlife,0.244
midline,0.224
midnight,0.47
midst,0.275
midsummer,0.48
midterm,0.337
midtown,0.442
midway,0.316
mien,0.352
mignon,0.44
mike,0.365
mil,0.388
mild,0.198
mildew,0.25
mildness,0.226
mile,0.417
mileage,0.458
milestone,0.373
milk,0.27
milkman,0.38
milky,0.283
mill,0.382
millennium,0.398
milligram,0.217
millimeter,0.177
millstone,0.433
mime,0.235
mimicking,0.433
mimicry,0.337
mincemeat,0.435
mind,0.388
minded,0.394
mindful,0.45
mindless,0.333
mine,0.418
mineral,0.287
mineralogy,0.408
mingle,0.48
mingled,0.392
mini,0.324
miniature,0.292
minibus,0.39
minim,0.208
minimal,0.147
minimize,0.236
minimized,0.137
minimum,0.198
minion,0.43
minister,0.441
ministry,0.346
minivan,0.356
minnow,0.367
minor,0.235
minority,0.332
mint,0.221
minty,0.292
minuscule,0.286
minute,0.279
minutiae,0.257
mir,0.339
mirage,0.487
mire,0.376
mirror,0.31
miscalculation,0.49
miscellaneous,0.321
miscellany,0.412
miserable,0.461
misery,0.378
misfire,0.453
mismatch,0.459
misplace,0.461
misplaced,0.45
miss,0.49
missing,0.418
missingyou,0.471
missionary,0.404
misspell,0.423
missy,0.48
mist,0.194
mister,0.406
mistletoe,0.47
misty,0.451
mitigate,0.427
mitt,0.183
mitten,0.33
mix,0.49
mixed,0.346
mixture,0.36
mnemonic,0.48
moat,0.38
mocha,0.396
mockingbird,0.337
mod,0.367
modal,0.264
modality,0.404
mode,0.185
model,0.388
modeling,0.404
modem,0.355
moderate,0.19
moderate anticipation,0.451
moderate positive,0.453
moderate trust,0.35
moderately,0.264
moderating,0.402
moderation,0.24
moderator,0.354
modern,0.423
modest,0.13
modesty,0.24
modicum,0.417
modifiable,0.422
modified,0.458
modulate,0.343
modulation,0.365
module,0.388
modulus,0.304
moiety,0.343
moist,0.316
moisture,0.398
moisturizer,0.28
molar,0.426
molasses,0.269
mold,0.274
molded,0.361
molding,0.308
moldy,0.387
mole,0.377
molecular,0.44
molecule,0.259
molten,0.49
mom,0.336
moment,0.435
momentary,0.271
momma,0.412
mommy,0.353
monad,0.482
monastery,0.183
monastic,0.314
monetary,0.494
mongoloid,0.364
mongoose,0.38
mongrel,0.438
monitor,0.298
monk,0.208
monkey,0.449
mono,0.39
monochrome,0.292
monogamous,0.335
monogamy,0.38
monogram,0.21
monogrammed,0.27
monograph,0.242
monolayer,0.294
monolith,0.327
monologue,0.284
monotonous,0.221
monotony,0.135
monoxide,0.43
monsieur,0.34
monte,0.33
month,0.255
monthly,0.314
monument,0.404
moo,0.355
mooch,0.413
moon,0.233
moonbeam,0.29
moonlight,0.264
moonlit,0.269
moonshine,0.389
moonstruck,0.438
moor,0.464
mooring,0.49
moorland,0.37
moose,0.373
mop,0.442
mope,0.309
moral,0.459
morale,0.158
morality,0.408
morals,0.43
morass,0.348
moratorium,0.427
moray,0.402
mores,0.317
moribund,0.488
morn,0.284
morning,0.235
morph,0.469
morphine,0.49
morphology,0.373
morrow,0.314
morsel,0.296
mortgage,0.408
mortician,0.429
mosaic,0.25
mosey,0.402
mosque,0.352
mosquito,0.4
moss,0.27
mossy,0.329
mote,0.388
motel,0.372
moth,0.35
mother,0.408
motherland,0.375
motherly,0.324
motif,0.481
motionless,0.21
motley,0.398
motte,0.389
mottled,0.336
motto,0.317
mould,0.176
mound,0.481
mount,0.292
mountain,0.408
mountains,0.433
mournful,0.441
mourning,0.49
mouse,0.441
mousse,0.336
moustache,0.236
mousy,0.413
mouth,0.294
mouthpiece,0.346
mouthwash,0.385
movies,0.426
moxie,0.49
mozzarella,0.265
mri,0.431
mucis,0.418
muck,0.423
mucous,0.296
mucus,0.309
mud,0.26
muddy,0.4
muff,0.335
muffin,0.43
muffled,0.33
muffler,0.407
mug,0.214
mulberry,0.315
mulch,0.361
mule,0.337
mull,0.34
mullet,0.356
multilateral,0.469
multimedia,0.39
multiplicity,0.49
mum,0.317
mumble,0.444
mumps,0.41
munch,0.277
munchies,0.47
munchkin,0.466
mundane,0.42
municipal,0.39
municipality,0.28
mural,0.265
muscle,0.49
muscular,0.434
muse,0.36
muses,0.434
museum,0.206
mush,0.311
mushroom,0.274
mushy,0.2
musing,0.151
musk,0.454
muslin,0.304
muss,0.438
must,0.382
mustard,0.346
muster,0.46
musty,0.367
mute,0.2
muted,0.167
mutt,0.408
mutter,0.427
mutton,0.283
mutual,0.321
mutually,0.49
muzzle,0.43
myopia,0.387
myopic,0.396
myriad,0.429
mystical,0.443
myth,0.432
mythology,0.439
nacho,0.259
nada,0.231
nadir,0.363
nag,0.451
nail,0.397
naive,0.26
namaste,0.255
name,0.3
named,0.396
nameless,0.28
namesake,0.327
naming,0.41
nana,0.255
nanny,0.37
nanometer,0.356
nap,0.098
nape,0.268
napkin,0.142
napping,0.046
nappy,0.333
narrate,0.48
narration,0.408
narrative,0.303
narrator,0.43
narrow,0.368
nasal,0.34
nascent,0.373
natal,0.462
nation,0.443
national,0.365
nationality,0.4
nationwide,0.217
native,0.422
nativity,0.337
natural,0.118
natural gas,0.324
naturalist,0.255
naturalization,0.279
naturalized,0.333
naturally,0.276
nature,0.184
naught,0.176
nautical,0.25
naval,0.449
nave,0.448
navel,0.261
navigable,0.406
navigation,0.47
navigational,0.481
nay,0.29
nearsighted,0.373
neat,0.235
neatly,0.412
nebula,0.418
nebulae,0.33
nebulous,0.347
necessarily,0.423
necessary,0.433
necessity,0.471
neck,0.245
necklace,0.294
necktie,0.229
nectar,0.331
needalife,0.443
needed,0.342
needful,0.46
needit,0.472
needle,0.472
needless,0.385
needtorelax,0.438
needy,0.451
negation,0.461
neglected,0.385
neglecting,0.441
negligible,0.292
negotiator,0.471
negro,0.368
neighbor,0.448
neighborhood,0.469
neighboring,0.306
neon,0.48
neophyte,0.363
neoprene,0.451
nephew,0.337
nerd,0.481
nerdy,0.255
ness,0.48
nest,0.221
nestle,0.308
nestling,0.427
net,0.288
nether,0.265
nettle,0.324
network,0.337
networking,0.482
neural,0.426
neuter,0.163
neutral,0.184
neutrality,0.205
neutralize,0.363
neutron,0.44
new,0.49
newcomer,0.38
newday,0.388
newly,0.422
newsletter,0.385
newsman,0.48
newspaper,0.283
newspaperman,0.458
newsroom,0.392
newsstand,0.222
newt,0.38
nexus,0.368
nib,0.282
nice,0.442
niche,0.413
nichts,0.293
nick,0.388
nickel,0.347
nickname,0.47
niece,0.32
nigger,0.347
nigh,0.216
night,0.396
nightcap,0.196
nightfall,0.436
nightgown,0.408
nightie,0.388
nightingale,0.34
nightly,0.41
nightstand,0.13
nightstick,0.461
nighttime,0.385
nil,0.143
nincompoop,0.431
nine,0.255
nineteen,0.304
ninety,0.349
ninny,0.343
ninth,0.212
nipper,0.422
nitrate,0.406
nitrogen,0.435
nix,0.38
no anticipation,0.48
no disgust,0.324
no emotion,0.109
no sentiment,0.382
no surprise,0.224
no trust,0.445
nobility,0.347
noble,0.345
nobleman,0.286
nobodycares,0.41
nocomplaints,0.164
nod,0.367
nodding,0.294
node,0.343
nodular,0.351
nodule,0.426
noggin,0.433
nohope,0.441
noir,0.394
nomad,0.413
nomenclature,0.222
nominal,0.25
nominate,0.471
nonce,0.37
nonchalant,0.314
nondescript,0.434
nonexistent,0.429
nonfat,0.26
nonfiction,0.315
nonresident,0.34
nonsensical,0.268
nonviolent,0.287
noob,0.43
noodle,0.216
nook,0.321
noon,0.343
noose,0.3
nopoint,0.324
noregrets,0.476
norm,0.245
normal,0.127
normalcy,0.151
normality,0.089
north,0.255
northbound,0.454
northeast,0.26
northern,0.34
northwest,0.345
northwestern,0.306
noschool,0.4
nose,0.27
nosnow,0.394
nostalgia,0.337
nostalgic,0.351
nostress,0.404
nostril,0.404
nosun,0.38
not negative,0.27
not positive,0.37
notable,0.45
notary,0.451
notation,0.38
notch,0.361
note,0.163
notebook,0.167
noted,0.382
noteworthy,0.481
nothappy,0.32
nothingbetter,0.39
nothingness,0.08
notice,0.408
notification,0.461
notify,0.471
notion,0.284
notional,0.288
notready,0.4
notwithstanding,0.316
nought,0.098
noun,0.23
nourish,0.46
nourishment,0.29
nouveau,0.438
novel,0.352
novelist,0.343
novice,0.346
nowadays,0.346
nowork,0.264
noworries,0.402
nozzle,0.33
nuance,0.282
nuances,0.375
nucleus,0.296
nugget,0.34
nul,0.358
nullify,0.373
numb,0.42
number,0.231
numbering,0.363
numbers,0.241
numbness,0.398
numbskull,0.472
numeral,0.254
numerator,0.317
numerical,0.322
numerically,0.337
numerous,0.462
nun,0.15
nunnery,0.236
nursemaid,0.431
nursery,0.406
nurture,0.378
nut,0.31
nutcracker,0.378
nutmeg,0.302
nutrition,0.42
nutritional,0.406
nutritious,0.337
nutritive,0.422
nuts,0.25
nutshell,0.407
nutty,0.317
nylon,0.304
nylong,0.248
nylons,0.379
oaf,0.357
oak,0.245
oar,0.392
oasis,0.283
oat,0.17
oatmeal,0.192
obedience,0.287
obedient,0.179
obediently,0.304
obelisk,0.408
obese,0.427
obesity,0.37
obey,0.433
obi,0.442
obit,0.464
obituary,0.33
object,0.356
objectionable,0.382
objective,0.337
objectivity,0.431
obliging,0.402
oblique,0.347
obliterated,0.469
oblivion,0.33
oblivious,0.388
oblong,0.455
oboe,0.34
obscured,0.356
obscurity,0.392
observance,0.315
observant,0.422
observation,0.433
observatory,0.324
observe,0.39
observer,0.363
observing,0.4
obsolescence,0.431
obsolete,0.321
obtain,0.438
obtainable,0.327
obtuse,0.46
obverse,0.394
obvious,0.336
ocarina,0.392
occasion,0.451
occasional,0.298
occasionally,0.24
occipital,0.408
occlusion,0.439
occult,0.382
occupancy,0.471
occupant,0.417
occupation,0.47
occupational,0.469
occupier,0.438
occupying,0.462
ocd,0.472
ocean,0.308
oceanic,0.317
octagon,0.349
octave,0.38
octopus,0.378
ocular,0.37
odd,0.337
oddball,0.36
odds,0.472
ode,0.269
odometer,0.47
odor,0.363
oeuvre,0.484
offal,0.47
offered,0.49
offering,0.462
office,0.302
officer,0.43
offices,0.312
officiate,0.453
offing,0.412
offload,0.444
offset,0.394
offshoot,0.33
offshore,0.484
offspring,0.435
oft,0.308
ohno,0.475
oil,0.278
oils,0.229
oink,0.45
ointment,0.271
okra,0.4
old,0.279
olden,0.213
older,0.255
oldie,0.363
oldies,0.3
olfactory,0.409
olive,0.231
omega,0.337
omelet,0.323
omission,0.333
omit,0.265
omitted,0.235
omnibus,0.41
omnipresent,0.452
omniscient,0.334
onboard,0.451
oncology,0.424
one,0.292
oneday,0.245
oneness,0.272
onerous,0.48
oneself,0.337
ongoing,0.484
onion,0.367
onset,0.497
ontology,0.45
onyx,0.461
oodles,0.374
op,0.402
opacity,0.251
opal,0.479
opaque,0.265
ope,0.38
open,0.48
openly,0.388
operatic,0.452
ophthalmic,0.385
ophthalmologist,0.389
opinion,0.482
opium,0.49
opposed,0.46
opt,0.471
optic,0.384
optical,0.311
optics,0.286
optimum,0.469
option,0.427
optional,0.35
optionally,0.405
options,0.327
optometrist,0.455
opus,0.368
oral,0.448
orange,0.132
orange juice,0.343
oration,0.315
orator,0.375
oratory,0.472
orb,0.37
orbit,0.422
orbital,0.451
orbs,0.355
orchard,0.269
orchid,0.345
ordained,0.409
order,0.295
orderly,0.24
ordinance,0.452
ordinary,0.312
ordination,0.49
ore,0.333
oregano,0.327
organ,0.469
organic,0.343
organist,0.469
organized,0.337
orient,0.422
oriental,0.409
orientation,0.454
orifice,0.355
origami,0.276
origin,0.435
original,0.48
origination,0.443
ornament,0.373
ornamental,0.392
ornamentation,0.471
ornamented,0.35
ornate,0.356
orphan,0.388
orphanage,0.439
orphaned,0.43
orthodox,0.471
orthodoxy,0.388
orthogonal,0.314
orthopedic,0.346
oscillation,0.433
ostrich,0.382
other,0.23
otter,0.216
otto,0.425
ottoman,0.337
ounce,0.255
outback,0.324
outboard,0.491
outcast,0.449
outcome,0.472
outdated,0.236
outdoor,0.256
outdoors,0.444
outer,0.471
outfit,0.49
outgoing,0.472
outlet,0.396
outline,0.365
outlines,0.402
outpatient,0.4
output,0.389
outreach,0.462
outright,0.396
outspoken,0.413
outstretched,0.481
outward,0.439
outwards,0.472
oval,0.28
ovary,0.399
ovate,0.286
oven,0.425
overall,0.37
overalls,0.392
overcast,0.25
overcoat,0.265
overdue,0.427
overhear,0.365
overlook,0.418
override,0.491
overriding,0.49
overrule,0.412
overslept,0.315
overt,0.326
overtired,0.357
overture,0.402
overview,0.38
owe,0.429
owing,0.307
owl,0.27
owner,0.449
ownership,0.445
ox,0.396
oxidation,0.415
oxide,0.377
oxygen,0.31
oxymoron,0.481
oyster,0.311
ozone,0.345
pace,0.38
pacific,0.118
pacified,0.194
pacifier,0.342
pacifist,0.153
pacify,0.283
pack,0.347
package,0.433
packaging,0.393
packer,0.48
packet,0.385
pact,0.444
pad,0.279
padded,0.212
padding,0.398
paddle,0.375
paddle boat,0.373
paddock,0.429
paddy,0.33
padlock,0.284
padre,0.407
page,0.224
pagination,0.333
paging,0.398
pagoda,0.259
pail,0.177
painkiller,0.312
painless,0.173
painstaking,0.335
paint,0.343
paintbrush,0.226
painted,0.333
painter,0.366
painting,0.324
pair,0.317
paisley,0.327
pajama,0.157
pajamas,0.17
pal,0.426
palate,0.35
pale,0.259
paleontology,0.308
palette,0.333
pall,0.387
palladium,0.38
pallet,0.241
palliative,0.394
palm,0.194
palmer,0.269
palomino,0.349
palpable,0.343
palsy,0.446
paltry,0.491
pamper,0.321
pamphlet,0.25
pan,0.182
panacea,0.427
panache,0.363
pancake,0.274
pancakes,0.373
pancreas,0.302
panda,0.194
pane,0.25
panel,0.321
panhandle,0.431
panier,0.392
panorama,0.402
panoramic,0.462
pansy,0.283
pant,0.463
pantheon,0.41
pantomime,0.481
pantry,0.294
pants,0.32
pap,0.403
papa,0.34
papacy,0.263
papal,0.304
papaya,0.306
paper,0.123
paperback,0.269
paperboy,0.49
paperweight,0.278
paperwork,0.355
paprika,0.25
papyrus,0.24
par,0.372
parable,0.357
parabola,0.413
paradigm,0.429
paradox,0.442
paraffin,0.291
paragon,0.431
paragraph,0.164
parakeet,0.387
paralegal,0.47
parallax,0.394
parallel,0.284
parallelism,0.363
paralyze,0.367
paralyzed,0.48
paramedic,0.464
parapet,0.356
paraphrase,0.375
paraplegic,0.441
parasite,0.442
parasol,0.255
parcel,0.324
parcels,0.445
parched,0.235
parchment,0.228
pardon,0.413
pare,0.356
parenchyma,0.399
parent,0.357
parentage,0.382
parental,0.43
parenthesis,0.255
parenthetical,0.327
pariah,0.478
parietal,0.333
paring,0.441
parish,0.354
parity,0.406
park,0.343
parka,0.481
parking,0.469
parlance,0.35
parlor,0.327
parmesan,0.321
parquet,0.24
parrot,0.333
parry,0.404
parse,0.456
parsimonious,0.312
parsimony,0.28
parsley,0.17
parson,0.25
part,0.278
partial,0.324
partiality,0.38
partially,0.368
particle,0.265
particular,0.402
particularity,0.434
particulars,0.348
partition,0.469
partly,0.41
partner,0.302
partnership,0.387
partridge,0.415
parts,0.327
pas,0.344
pass,0.324
passable,0.337
passage,0.314
passageway,0.389
passe,0.357
passenger,0.413
passim,0.491
passing,0.298
passive,0.116
passivity,0.115
passport,0.457
password,0.356
past,0.422
pasta,0.306
pastel,0.357
pastime,0.353
pastor,0.236
pastrami,0.415
pastry,0.407
pasture,0.145
pasty,0.363
pat,0.377
patch,0.288
patchwork,0.26
pate,0.26
patella,0.26
patent,0.391
patented,0.422
paternal,0.353
path,0.245
pathetic,0.464
pathos,0.449
pathway,0.41
patience,0.125
patient,0.193
patio,0.245
patriarch,0.448
patrimony,0.406
patron,0.451
patronage,0.49
patronising,0.455
patronize,0.451
patronizing,0.365
pattern,0.422
paucity,0.453
pauper,0.347
pause,0.188
pave,0.49
pavement,0.353
paving,0.469
paw,0.36
pawn,0.321
pawnshop,0.439
pax,0.421
payable,0.48
payment,0.452
payphone,0.36
payroll,0.36
pea,0.275
peace,0.156
peaceable,0.134
peaceful,0.108
peacefully,0.19
peacekeeper,0.32
peaceofmind,0.16
peacetime,0.18
peach,0.48
peachy,0.479
peacock,0.449
peak,0.345
peanut,0.202
peanuts,0.294
pear,0.158
pearl,0.425
pearly,0.337
peas,0.283
peasant,0.275
pebble,0.353
pecan,0.316
peculiar,0.491
peculiarities,0.46
peculiarity,0.452
peculiarly,0.45
pecuniary,0.49
pedal,0.32
peddler,0.481
pedestal,0.284
pedestrian,0.36
pediatric,0.462
pediatrics,0.38
pedicure,0.269
pedigree,0.34
peek,0.36
peel,0.25
peep,0.317
peer,0.321
peering,0.409
peerless,0.45
peg,0.357
pegs,0.286
peice,0.422
pelican,0.391
pellet,0.39
pen,0.194
penalty,0.49
penchant,0.48
pencil,0.2
pendant,0.321
pendency,0.452
pendent,0.38
pending,0.441
pendulum,0.368
penguin,0.296
penicillin,0.431
peninsula,0.384
penmanship,0.284
pennant,0.38
penniless,0.316
penny,0.302
pension,0.409
pensioner,0.245
pensive,0.22
pentagram,0.433
penthouse,0.43
penultimate,0.366
people,0.4
peopled,0.45
peppermint,0.264
pepperoni,0.472
peptic,0.463
peptide,0.48
perceive,0.49
percent,0.35
percentage,0.4
percentile,0.41
perceptible,0.46
perception,0.481
perch,0.3
perchance,0.224
percolation,0.417
peremptory,0.426
perennial,0.358
perfect,0.471
perfume,0.472
perfumed,0.471
peri,0.433
peridot,0.481
perimeter,0.443
period,0.324
periodic,0.324
periodical,0.298
periodically,0.314
periodicity,0.324
peripheral,0.406
periphery,0.36
periscope,0.375
perishable,0.464
perishing,0.423
perm,0.465
permanence,0.37
permanent,0.345
permeable,0.402
permeate,0.41
permission,0.311
permissive,0.389
permit,0.349
permitted,0.41
permitting,0.481
perpendicular,0.398
perpetual,0.438
perpetually,0.473
perpetuity,0.434
person,0.363
persona,0.48
personage,0.324
personal,0.311
personification,0.471
personnel,0.344
persons,0.302
perspective,0.47
pert,0.46
pertinent,0.333
perusal,0.235
peruse,0.27
pessimism,0.484
pessimist,0.47
pessimistic,0.394
pestle,0.463
pesto,0.323
pet,0.327
petal,0.194
petite,0.354
petloss,0.481
petroleum,0.451
petticoat,0.396
petting,0.462
petunia,0.26
pew,0.235
pewter,0.26
peyote,0.462
phalanx,0.398
pharaoh,0.491
pharmaceutical,0.435
pharmacist,0.382
pharmacology,0.44
pharmacy,0.337
phase,0.3
pheasant,0.362
phew,0.429
phi,0.361
philanthropic,0.426
philanthropist,0.463
philanthropy,0.412
philosopher,0.316
philosophic,0.27
philosophical,0.275
philosophy,0.255
phlegm,0.394
pho,0.37
phoenix,0.481
phone,0.344
phonetic,0.435
phonetics,0.425
phonograph,0.398
phonology,0.402
phooey,0.49
phosphate,0.306
phosphor,0.48
photo,0.327
photograph,0.353
photographer,0.481
photographic,0.429
photography,0.431
photometry,0.456
photon,0.439
phrase,0.264
phraseology,0.406
phylogeny,0.41
physical therapist,0.337
physician,0.49
physics,0.415
physiological,0.418
physiology,0.451
pi,0.265
pianist,0.491
piano,0.343
piazza,0.471
piccolo,0.423
pick,0.464
picker,0.34
pickle,0.449
pickled,0.45
picnic,0.47
pictorial,0.481
picture,0.308
pictures,0.24
picturesque,0.491
pie,0.402
piece,0.245
piecemeal,0.269
pied,0.433
pier,0.279
piety,0.34
pig,0.368
pigeon,0.224
piggy,0.365
piggyback,0.49
pigheaded,0.472
piglet,0.443
pigment,0.333
pigskin,0.449
pike,0.41
pile,0.32
piles,0.423
pilgrim,0.404
pill,0.407
pillar,0.33
pillbox,0.339
pillow,0.128
pillowcase,0.179
pimple,0.37
pin,0.346
pine,0.225
pineapple,0.316
ping,0.49
pinhead,0.3
pinhole,0.279
pinion,0.361
pink,0.269
pinkie,0.265
pinnacle,0.39
pinot,0.37
pinpoint,0.443
pint,0.333
pinto,0.354
pinup,0.459
pious,0.306
pip,0.43
pipe,0.34
pipeline,0.337
piper,0.442
pipette,0.403
piping,0.337
pipsqueak,0.481
piss,0.462
pistachio,0.336
piston,0.48
pit,0.396
pita,0.279
pitch,0.431
pith,0.35
pithy,0.36
pitiful,0.49
pitter,0.424
pituitary,0.365
pity,0.398
