term,dominance
magnet,0.553
magnetic,0.673
magnetism,0.741
magnetite,0.581
magnification,0.88
magnificence,0.92
magnificent,0.886
magnify,0.839
magnitude,0.774
mail,0.548
main,0.811
mainframe,0.557
mainland,0.806
mainstay,0.713
mainstream,0.66
maintain,0.647
maintenance,0.545
majestic,0.906
majesty,0.955
major,0.874
majority,0.93
makeover,0.596
maker,0.706
makesmehappy,0.712
makesmemad,0.5
makingdisciples,0.664
male,0.695
malevolent,0.613
malicious,0.607
malignancy,0.614
mama,0.728
mammoth,0.537
man,0.767
manage,0.719
manageable,0.655
management,0.806
manager,0.897
managerial,0.791
mandamus,0.556
mandate,0.779
mandatory,0.777
mandible,0.5
maneuver,0.608
maneuvering,0.745
manhole,0.516
manhood,0.858
manhunt,0.657
maniacal,0.5
manifest,0.704
manifestation,0.655
manifested,0.667
manifestly,0.577
manifesto,0.676
manipulate,0.772
manipulation,0.536
manipulative,0.546
mankind,0.768
manly,0.846
manna,0.544
manners,0.517
manor,0.738
manpower,0.543
mansion,0.717
mansions,0.777
manufacture,0.78
manufacturer,0.83
manufacturing,0.804
manuscript,0.54
mar,0.545
marathon,0.74
marble,0.667
mariachi,0.609
marijuana,0.558
marine,0.679
mariner,0.676
marital,0.5
maritime,0.713
mark,0.6
marked,0.554
marker,0.605
market,0.521
marketable,0.664
marketing,0.675
marketplace,0.525
marksman,0.692
marksmanship,0.664
marquee,0.508
marquis,0.562
marriage,0.75
married,0.602
marry,0.673
marshal,0.819
martial,0.737
martini,0.519
martyr,0.509
marvel,0.866
marvellous,0.849
marvelous,0.778
marvelously,0.764
masculine,0.773
masculinity,0.851
mask,0.537
masked,0.518
mason,0.58
massacre,0.64
massive,0.75
mast,0.58
master,0.849
masterful,0.96
mastermind,0.918
masterpiece,0.847
mastery,0.873
masturbate,0.5
masturbation,0.509
matador,0.667
match,0.5
matchmaker,0.519
mate,0.669
materialism,0.556
materialist,0.504
materialistic,0.589
materiality,0.636
materialize,0.728
materially,0.67
maternal,0.634
maternity,0.622
math,0.6
mathematical,0.548
mathematician,0.773
mathematics,0.664
mating,0.759
matriculation,0.675
matrimony,0.843
matrix,0.673
matron,0.555
matter,0.562
maturation,0.698
mature,0.6
maturity,0.806
mausoleum,0.594
maxim,0.887
maximize,0.792
maximum,0.852
mayor,0.818
mean,0.62
meandering,0.539
meaning,0.625
meaningful,0.802
measurable,0.602
measured,0.578
measuring,0.529
mechanic,0.566
mechanical,0.564
mechanics,0.761
mechanism,0.664
med,0.606
medal,0.746
medallion,0.71
medallist,0.897
meddle,0.526
mediate,0.654
mediation,0.657
mediator,0.58
medic,0.585
medical,0.616
medicate,0.546
medication,0.5
medicinal,0.614
medicine,0.679
meditate,0.564
mediterranean,0.545
meet,0.58
meeting,0.613
mega,0.723
melee,0.611
melodious,0.587
meltdown,0.602
melting,0.538
member,0.555
membership,0.778
memento,0.536
memoir,0.553
memorable,0.769
memorandum,0.639
memorial,0.6
memorials,0.679
memories,0.51
memorize,0.716
memory,0.573
menace,0.759
menacing,0.643
menagerie,0.538
mend,0.602
mending,0.657
mental,0.585
mentalhealth,0.67
mentality,0.726
mention,0.562
mentor,0.777
mercantile,0.713
mercenary,0.673
merchandise,0.621
merchant,0.62
merciful,0.5
merciless,0.634
mercurial,0.518
mercy,0.5
merge,0.733
merger,0.642
meridian,0.558
meridional,0.6
merit,0.722
meritorious,0.855
merriment,0.632
merry,0.764
merrychristmas,0.536
messenger,0.5
messiah,0.8
metabolic,0.559
metabolism,0.555
metal,0.547
metallic,0.607
metallurgy,0.587
metamorphosis,0.613
metaphysical,0.686
metaphysics,0.588
meteor,0.737
meteoric,0.684
meteorite,0.75
meteorological,0.556
meteorology,0.689
methane,0.569
methanol,0.57
method,0.698
methodical,0.745
methodology,0.745
meticulous,0.555
metric,0.573
metropolis,0.779
metropolitan,0.723
mettle,0.75
microbiology,0.56
microcosm,0.52
midnight,0.545
midshipman,0.785
midtown,0.538
mighty,0.936
migration,0.566
mileage,0.562
milestone,0.558
militant,0.75
militants,0.652
military,0.875
militia,0.769
millennium,0.76
million,0.812
millionaire,0.85
millionth,0.611
mind,0.627
minded,0.627
mindful,0.725
mindfulness,0.745
mine,0.578
minefield,0.684
miner,0.644
mineral,0.605
mineralogy,0.545
mining,0.554
minister,0.892
ministerial,0.66
ministry,0.717
miracle,0.806
miracles,0.692
miraculous,0.812
mirage,0.562
mirth,0.608
misappropriation,0.5
misrepresentation,0.518
missile,0.764
missiles,0.83
mission,0.87
missionary,0.596
mister,0.663
mistress,0.694
mistrial,0.536
mitigating,0.6
mixer,0.556
mob,0.567
mobility,0.654
mobilization,0.787
mobilize,0.727
mobster,0.638
mock,0.618
modality,0.527
model,0.723
modeler,0.73
modem,0.5
moderate anticipation,0.574
moderate positive,0.753
moderate surprise,0.637
moderate trust,0.773
moderately,0.5
moderating,0.783
moderator,0.802
modern,0.691
modernism,0.703
modesty,0.5
modification,0.625
modified,0.693
modify,0.625
modulate,0.555
modulation,0.565
module,0.571
mogul,0.865
molding,0.546
molecular,0.536
mom,0.639
moment,0.509
momentous,0.76
momentum,0.688
momma,0.527
monarch,0.87
monarchy,0.87
monastery,0.726
monastic,0.676
monetary,0.716
money,0.827
mongoose,0.546
monitor,0.538
monolith,0.5
monologue,0.534
monopolist,0.725
monopoly,0.64
monsieur,0.623
monster,0.596
monstrosity,0.611
monstrous,0.649
monument,0.811
monumental,0.955
mood,0.5
moody,0.595
moon,0.547
moonlit,0.508
moonwalk,0.525
moorings,0.516
moot,0.615
moped,0.554
moral,0.796
morale,0.792
morality,0.759
morals,0.611
mores,0.684
morphology,0.639
mortal,0.51
mortality,0.518
mortar,0.562
mortgage,0.537
mortgagee,0.723
mosque,0.528
mother,0.725
motherhood,0.667
motherland,0.731
motherly,0.71
motif,0.527
motion,0.657
motivate,0.873
motivating,0.787
motivation,0.802
motivational,0.858
motive,0.663
motor,0.648
motorbike,0.616
motorcade,0.593
motorcar,0.682
motorcycle,0.713
motorist,0.578
mound,0.509
mountain,0.649
mountaineer,0.535
mountainous,0.612
mountains,0.569
mountaintop,0.713
movable,0.5
move,0.67
movement,0.658
movingforward,0.848
mugger,0.5
mull,0.594
multilateral,0.705
multimedia,0.607
multinational,0.842
multiple,0.578
multiplex,0.667
multiplication,0.762
multiplicity,0.777
multiplied,0.729
multiplier,0.741
multiply,0.777
multitude,0.847
mum,0.698
municipal,0.758
municipality,0.614
murder,0.615
murderer,0.65
murderous,0.682
muscle,0.645
muscular,0.577
muse,0.509
muses,0.571
music,0.605
musical,0.53
musician,0.618
musket,0.51
musketeer,0.705
mustang,0.708
muster,0.548
mutant,0.573
mutation,0.611
mutiny,0.549
mutually,0.582
myfavorite,0.615
myriad,0.55
mystery,0.519
mystic,0.535
mystical,0.689
mystified,0.509
mystique,0.667
mythic,0.645
mythical,0.583
mythological,0.658
mythology,0.688
nail gun,0.574
named,0.565
naming,0.559
nanny,0.528
narcissism,0.54
narcissist,0.629
narcissistic,0.655
narration,0.551
narrator,0.623
nascent,0.585
nation,0.821
national,0.663
nationality,0.772
nationwide,0.672
native,0.71
nativity,0.673
naturalist,0.562
naturalization,0.652
naturalized,0.6
naturally,0.549
nature,0.643
nautical,0.579
nautilus,0.517
naval,0.679
nave,0.585
navigable,0.645
navigate,0.675
navigation,0.72
navigational,0.564
navigator,0.623
navy,0.764
neatly,0.588
necessarily,0.598
necessary,0.679
necessitate,0.516
necessity,0.588
necromancer,0.536
needed,0.679
needful,0.614
needlepoint,0.556
nefarious,0.528
negotiable,0.731
negotiate,0.769
negotiation,0.728
negotiator,0.817
nemesis,0.647
nepotism,0.517
netting,0.585
networking,0.545
neurological,0.558
neurologist,0.736
neurology,0.58
neurosurgeon,0.755
neurosurgery,0.73
neutralize,0.719
neutron,0.679
new,0.582
new age,0.727
newbeginnings,0.524
newday,0.618
newfound,0.52
newjob,0.729
newlife,0.701
newly,0.552
newlywed,0.57
newme,0.527
newness,0.588
news,0.61
newscast,0.714
newscaster,0.764
newsflash,0.518
newsman,0.696
newspaperman,0.75
newsreel,0.577
newsroom,0.658
newstart,0.667
newt,0.541
newyear,0.52
nice,0.65
nifty,0.815
nightclub,0.528
nightlife,0.51
nimble,0.769
nimrod,0.539
ninja,0.682
nitrate,0.5
nitro,0.639
nitrogen,0.562
nobility,0.736
noble,0.61
nobleman,0.709
noisy,0.561
nomenclature,0.575
nominate,0.669
nomination,0.696
nominee,0.765
noon,0.518
norm,0.527
normalcy,0.62
notable,0.696
notables,0.755
notably,0.689
notary,0.676
notation,0.558
noteworthy,0.759
nothingbetter,0.543
noticeable,0.75
notification,0.671
notify,0.573
notion,0.667
notional,0.5
notoriety,0.769
notorious,0.609
nourish,0.639
nourishment,0.631
novelist,0.529
novelty,0.74
noworries,0.5
nuances,0.527
nuclear,0.781
nucleus,0.667
nudge,0.509
nuke,0.873
numerator,0.526
numerical,0.517
numerically,0.5
numerous,0.609
nunchucks,0.526
nuptials,0.571
nurse,0.521
nursing,0.653
nurture,0.657
nutcracker,0.522
nutrition,0.579
nutritional,0.676
nutritious,0.655
nutritive,0.667
nymphomaniac,0.536
oak,0.536
oath,0.824
obedience,0.536
obedient,0.518
obediently,0.577
obelisk,0.596
obey,0.533
objection,0.709
objectionable,0.558
objective,0.736
objectivity,0.711
obligation,0.718
obligatory,0.78
oblige,0.614
obliging,0.545
obliterate,0.569
observance,0.632
observant,0.708
observation,0.667
observatory,0.731
observer,0.603
observing,0.685
obsess,0.509
obsessing,0.698
obsession,0.571
obstetrician,0.604
obstetrics,0.564
obstinate,0.562
obstructive,0.613
obtain,0.731
obtainable,0.702
obvious,0.585
occipital,0.518
occupancy,0.721
occupation,0.692
occupational,0.596
occupier,0.6
occupy,0.589
occupying,0.519
occur,0.51
occurrence,0.541
ocean,0.642
oceanic,0.632
odds,0.68
ode,0.519
odyssey,0.71
oedipal,0.509
oestrogen,0.561
oeuvre,0.598
offender,0.537
offense,0.51
offensive,0.6
offer,0.596
offered,0.544
offering,0.585
office,0.509
officer,0.877
offices,0.534
official,0.833
officiate,0.704
offload,0.525
offset,0.704
offspring,0.6
ogre,0.51
oligarchy,0.741
omega,0.526
omen,0.583
ominous,0.51
omnipotence,0.866
omnipotent,0.919
omnipresent,0.825
omniscient,0.778
oncologist,0.64
oncology,0.5
oncoming,0.773
onelove,0.541
oneness,0.72
ongoing,0.556
onset,0.5
onslaught,0.717
onstage,0.583
ontology,0.518
onus,0.769
onward,0.741
open,0.569
opening,0.62
openly,0.553
openness,0.667
operate,0.691
operatic,0.627
operation,0.755
operational,0.679
operations,0.798
operative,0.718
operator,0.726
opiate,0.598
opinion,0.638
opponent,0.716
opportune,0.767
opportunism,0.673
opportunity,0.833
opposed,0.606
opposing,0.518
opposition,0.592
oppress,0.555
oppression,0.615
oppressive,0.667
oppressor,0.629
ops,0.528
optic,0.594
optical,0.542
optics,0.58
optimism,0.814
optimist,0.787
optimistic,0.821
optimum,0.808
optometrist,0.668
opulence,0.648
opulent,0.66
oracle,0.67
oration,0.683
orator,0.682
oratory,0.693
orbit,0.575
orbital,0.559
orbiting,0.554
orchestra,0.664
ordained,0.731
ordeal,0.529
order,0.814
orderly,0.661
ordinance,0.776
ordination,0.765
ordnance,0.679
organ,0.538
organic,0.535
organism,0.8
organist,0.669
organization,0.851
organize,0.781
organized,0.746
organizer,0.846
orgasm,0.676
orgy,0.536
orient,0.667
oriental,0.598
orientation,0.686
origin,0.591
original,0.746
originality,0.824
originate,0.866
origination,0.604
originator,0.868
ornate,0.5
ornery,0.509
orthodontist,0.564
orthodox,0.647
orthodoxy,0.612
orthogonal,0.54
ostensible,0.585
ostensibly,0.509
ostentatious,0.648
outbid,0.54
outburst,0.528
outcome,0.685
outcry,0.718
outdo,0.873
outfit,0.566
outgoing,0.538
outgrow,0.722
outgrowth,0.688
outing,0.634
outlandish,0.657
outlast,0.685
outline,0.509
outlines,0.651
outlive,0.724
outlook,0.625
outlying,0.503
outnumber,0.577
outpost,0.675
outpouring,0.552
outrage,0.542
outraged,0.538
outrageous,0.713
outrank,0.817
outreach,0.672
outright,0.755
outrun,0.573
outset,0.582
outsmart,0.864
outspoken,0.667
outstanding,0.896
outstretched,0.519
outweigh,0.682
ovation,0.75
oven,0.606
overactive,0.592
overall,0.67
overbearing,0.861
overburden,0.546
overcharged,0.569
overcome,0.848
overcoming,0.855
overdo,0.602
overdrive,0.732
overestimated,0.527
overflow,0.5
overflowing,0.635
overgrowth,0.673
overhanging,0.812
overhead,0.538
overhear,0.58
overheated,0.547
overjoyed,0.755
overkill,0.678
overlaid,0.676
overlap,0.627
overlapping,0.684
overlay,0.749
overload,0.652
overlord,0.932
overlying,0.691
overpaid,0.585
overpass,0.565
overplayed,0.586
overpower,0.783
overpowering,0.589
overprotective,0.741
override,0.529
overrun,0.598
oversee,0.778
overseer,0.873
overshadow,0.654
oversight,0.723
oversized,0.679
overstate,0.635
overstock,0.589
overt,0.607
overtake,0.718
overtaken,0.702
overthinker,0.552
overthinking,0.525
overthrow,0.62
overtime,0.529
overview,0.539
overwhelming,0.64
overwrought,0.571
overzealous,0.703
owner,0.92
ownership,0.741
oxygen,0.575
ozone,0.518
pacemaker,0.582
pacific,0.58
pacifist,0.557
pacify,0.629
packaging,0.549
packer,0.537
pact,0.593
padre,0.647
pagan,0.542
pageant,0.651
pager,0.554
paintball,0.537
pal,0.596
palace,0.804
palatable,0.594
paleontology,0.617
palliative,0.518
palpable,0.611
palpitations,0.528
panacea,0.613
pandemic,0.544
pandemonium,0.5
panorama,0.625
panoramic,0.684
pansy,0.589
pantheon,0.61
panther,0.682
papa,0.527
papacy,0.553
papal,0.559
parable,0.525
parabola,0.62
parabolic,0.5
parachute,0.564
parade,0.509
paradigm,0.779
paradise,0.796
paralegal,0.519
parallelism,0.527
paramedic,0.636
paramedics,0.712
paramilitary,0.727
paramount,0.902
paranormal,0.56
paraphernalia,0.509
pardon,0.542
parenchyma,0.595
parent,0.86
parentage,0.595
parental,0.627
parenthood,0.782
parenting,0.676
parish,0.582
parking,0.51
parliament,0.858
parliamentary,0.755
parole,0.526
parse,0.667
parson,0.615
partake,0.629
participant,0.613
participate,0.684
participation,0.702
particular,0.552
particularity,0.586
particulars,0.525
partisan,0.669
partisanship,0.551
partition,0.567
partner,0.586
partnership,0.545
party,0.547
passable,0.633
passing,0.509
passion,0.728
passionate,0.731
passkey,0.791
passport,0.682
password,0.559
paste,0.5
pastor,0.746
patent,0.609
patented,0.685
paternal,0.755
paternity,0.806
pathological,0.58
pathologist,0.585
pathology,0.558
pathway,0.519
patriarch,0.898
patriarchal,0.857
patrimony,0.74
patriot,0.886
patriotic,0.933
patriotism,0.848
patrol,0.736
patrolman,0.884
patron,0.87
patronage,0.583
patronising,0.582
patronize,0.591
patronizing,0.529
pattern,0.664
pave,0.509
pavilion,0.77
paving,0.545
pawnshop,0.519
pay,0.592
payable,0.606
payback,0.567
paycheck,0.652
payday,0.571
payer,0.638
payload,0.682
payment,0.643
payoff,0.673
payout,0.575
payroll,0.549
peace,0.613
peaceful,0.569
peacefully,0.639
peacekeeper,0.644
peaceofmind,0.519
peacetime,0.579
peaked,0.857
pearl,0.642
peat,0.504
peculiar,0.564
peculiarities,0.528
peculiarity,0.652
pecuniary,0.5
peddle,0.538
pedestal,0.579
pediatrician,0.627
pediatrics,0.596
pedigree,0.609
peer,0.569
penal,0.61
penchant,0.609
penetrate,0.732
penetrating,0.782
penetration,0.792
penicillin,0.566
peninsula,0.627
penis,0.556
penitent,0.508
penmanship,0.509
pensive,0.529
pentagon,0.774
people,0.5
peopled,0.679
perceive,0.655
percentage,0.553
perceptible,0.62
perception,0.655
perceptive,0.741
percussion,0.642
peremptory,0.606
perennial,0.5
perfect,0.87
perfection,0.934
perfectionist,0.905
perfecto,0.889
perforation,0.578
perform,0.773
performance,0.672
performer,0.708
perfumed,0.509
peril,0.518
perilous,0.575
perimeter,0.555
period,0.588
periodic,0.508
periodically,0.515
periodicity,0.645
peripheral,0.549
periscope,0.609
perk,0.682
perky,0.673
perm,0.741
permanence,0.708
permanent,0.736
permeation,0.536
permissible,0.612
permission,0.58
permit,0.518
permitted,0.613
permitting,0.661
permutation,0.5
peroxide,0.51
perpetrate,0.732
perpetrator,0.538
perpetual,0.741
perpetually,0.868
perpetuate,0.788
perpetuation,0.716
perpetuity,0.759
perplexity,0.5
persecute,0.509
persecution,0.66
perseverance,0.796
persevere,0.937
persist,0.727
persistence,0.873
persistent,0.815
persisting,0.745
person,0.596
persona,0.743
personable,0.637
personage,0.698
personality,0.79
personification,0.691
personnel,0.587
persons,0.588
perspective,0.704
persuade,0.709
persuasion,0.537
persuasive,0.657
pertinent,0.723
perturbation,0.5
perusal,0.543
pervading,0.728
pervert,0.5
petitioner,0.566
petrol,0.577
petroleum,0.64
pew,0.664
pharaoh,0.798
pharmaceutical,0.562
pharmacist,0.648
pharmacology,0.526
pharmacy,0.542
phenomenal,0.918
phenomenon,0.848
pheromone,0.561
philanthropic,0.717
philanthropist,0.623
philanthropy,0.801
philosopher,0.72
philosophic,0.655
philosophical,0.713
philosophy,0.64
phoenix,0.594
phonetic,0.536
phonetics,0.519
phonograph,0.565
phonology,0.512
photographer,0.562
photographic,0.564
phraseology,0.537
physical,0.607
physical therapist,0.775
physician,0.843
physicist,0.693
physics,0.664
physiological,0.62
physiology,0.519
physique,0.543
pianist,0.573
pick,0.525
picked,0.67
picker,0.609
picky,0.598
pierce,0.611
pile,0.539
pilgrim,0.569
pilgrimage,0.625
pillar,0.684
pilot,0.736
pimp,0.536
pinnacle,0.508
pinpoint,0.528
pioneer,0.802
piracy,0.567
piranha,0.575
pirate,0.559
pissed,0.543
pistol,0.677
piston,0.5
pitcher,0.704
pitchfork,0.529
pitfall,0.508
pith,0.596
pithy,0.635
pivotal,0.536
pizzazz,0.682
placard,0.5
placement,0.528
plaintiff,0.711
plan,0.733
planes,0.575
planet,0.832
planetarium,0.655
planetary,0.62
planets,0.658
planned,0.729
planner,0.868
planning,0.705
plantation,0.575
planter,0.634
planting,0.595
plat,0.556
platform,0.718
platinum,0.702
platoon,0.745
plaudit,0.546
plausibility,0.57
plausible,0.51
playa,0.575
playback,0.639
playbook,0.5
playboy,0.519
player,0.644
playoff,0.55
playtime,0.566
playwright,0.667
plaza,0.529
plea,0.517
pleasant,0.673
pleased,0.795
pleasing,0.788
pleasurable,0.669
pleasure,0.682
pleasures,0.705
pledge,0.764
pledged,0.658
plenary,0.598
plentiful,0.745
plenty,0.824
plenum,0.596
plethora,0.547
plication,0.5
plight,0.547
plot,0.51
plowing,0.518
ploy,0.741
plucky,0.88
plumb,0.554
plunder,0.574
plunge,0.55
plural,0.564
plurality,0.587
plutonium,0.731
pneumatic,0.5
poacher,0.612
poachers,0.632
poaching,0.526
podium,0.702
poem,0.571
poet,0.556
poetic,0.548
poetical,0.518
poetry,0.629
poignant,0.518
pointedly,0.569
pointer,0.5
poise,0.708
poison,0.573
poisoning,0.526
poisonous,0.533
pokes,0.538
polar,0.5
polarity,0.5
polemic,0.652
police,0.83
police officer,0.858
policeman,0.898
policewoman,0.727
policy,0.833
polish,0.533
polite,0.562
politeness,0.618
politic,0.798
political,0.875
politician,0.863
politics,0.855
polity,0.802
poll,0.554
polling,0.602
poltergeist,0.544
polygamy,0.563
polygon,0.557
polygonal,0.528
polygraph,0.602
polymorphism,0.558
ponder,0.689
ponderous,0.534
pontiff,0.723
pontificate,0.704
pool,0.598
pope,0.636
popular,0.731
popularity,0.861
popularized,0.745
population,0.667
populous,0.725
porker,0.5
porno,0.519
pornographic,0.5
port,0.513
portable,0.582
portal,0.547
porter,0.654
posh,0.75
posited,0.62
position,0.538
positioning,0.795
positive,0.855
positiveenergy,0.808
positively,0.795
positivity,0.87
possess,0.727
possessed,0.611
possessing,0.612
possession,0.848
possessive,0.696
possessor,0.773
possibility,0.596
possible,0.548
possibly,0.5
post,0.548
postage,0.527
posterior,0.517
posterity,0.683
postulate,0.694
posture,0.598
potency,0.879
potent,0.907
potential,0.84
pounce,0.518
pounding,0.731
power,0.953
powerful,0.991
powerfully,0.935
powerhouse,0.787
practicable,0.635
practical,0.608
practically,0.588
practice,0.639
practiced,0.58
practise,0.616
practitioner,0.684
pragmatic,0.637
praise,0.658
praised,0.721
praisegod,0.638
praisejesus,0.672
praises,0.75
praiseworthy,0.788
praising,0.623
praxis,0.593
pray,0.627
prayer,0.604
praying mantis,0.51
preach,0.702
preacher,0.741
preaching,0.795
precautionary,0.548
precede,0.552
precedence,0.598
precedent,0.721
preceding,0.663
precept,0.636
preceptor,0.724
precession,0.594
precinct,0.527
precious,0.726
precipitate,0.5
precipitation,0.531
precipitous,0.514
precise,0.769
precisely,0.714
precision,0.875
precursor,0.783
predator,0.777
predatory,0.731
predecessor,0.593
predicament,0.541
predict,0.654
predicting,0.679
prediction,0.585
predictive,0.736
predictor,0.738
predilection,0.661
predispose,0.509
predisposition,0.716
predominance,0.857
predominant,0.827
predominate,0.857
preeminent,0.732
preemption,0.722
preemptive,0.636
preface,0.557
prefect,0.809
prefer,0.536
preferable,0.687
preference,0.72
preferential,0.764
pregnancy,0.569
pregnant,0.537
prelim,0.516
preliminary,0.585
prelude,0.556
premarital,0.5
premed,0.518
premeditated,0.62
premier,0.792
premiere,0.573
premise,0.517
premium,0.769
premonition,0.544
prenuptial,0.526
prep,0.555
preparation,0.679
preparatory,0.576
prepare,0.603
prepared,0.733
preparedness,0.763
preparer,0.74
preparing,0.585
preponderance,0.66
prerogative,0.538
prescient,0.696
prescribe,0.618
prescription,0.568
prescriptive,0.643
presence,0.607
present,0.634
presentable,0.643
presentation,0.553
presenter,0.735
presentment,0.784
presents,0.526
preservation,0.686
preservative,0.509
preserve,0.755
preserved,0.667
preserving,0.63
preside,0.75
presidency,0.918
president,0.973
presidential,0.972
pressing,0.636
pressure,0.623
prestige,0.907
prestigious,0.925
presume,0.635
presumption,0.518
presumptuous,0.616
presuppose,0.5
pretend,0.542
pretender,0.574
pretense,0.54
pretensions,0.593
pretty,0.561
prevail,0.75
prevailing,0.864
prevalence,0.815
prevalent,0.669
prevent,0.575
preventative,0.682
prevention,0.6
preventive,0.657
previously,0.623
price,0.535
priceless,0.779
pride,0.848
priest,0.648
priestess,0.691
priesthood,0.649
priestly,0.683
primacy,0.778
primary,0.545
primed,0.759
primer,0.688
primordial,0.771
primrose,0.648
prince,0.87
princely,0.763
princess,0.62
principal,0.709
principally,0.791
principle,0.629
principles,0.84
printing,0.615
printout,0.637
prioritize,0.784
priority,0.864
priory,0.629
prismatic,0.54
pristine,0.625
privacy,0.598
private,0.644
privately,0.541
privilege,0.821
privileged,0.853
privy,0.648
prize,0.67
prized,0.714
pro,0.692
proactive,0.857
probability,0.651
probate,0.78
probationary,0.5
probe,0.512
probity,0.598
procedural,0.611
procedure,0.654
proceed,0.565
proceeding,0.753
proceeds,0.585
process,0.615
processing,0.711
procession,0.643
processor,0.673
proclaim,0.876
proclamation,0.871
procreate,0.802
procreation,0.787
proctologist,0.722
proctor,0.587
procure,0.63
procurement,0.759
prodigal,0.66
prodigious,0.904
prodigy,0.824
produce,0.836
produced,0.693
producer,0.917
producing,0.7
product,0.648
production,0.781
productive,0.773
productivity,0.857
profess,0.643
profession,0.786
professional,0.943
professionalism,0.944
professor,0.721
professorship,0.718
proficiency,0.804
proficient,0.817
profile,0.529
profiler,0.559
profit,0.721
profitable,0.736
profound,0.736
profuse,0.545
profusion,0.575
progenitor,0.798
progeny,0.58
prognosis,0.629
prognostic,0.704
program,0.713
programme,0.537
programmer,0.759
programming,0.732
progress,0.877
progression,0.8
progressive,0.81
prohibit,0.537
prohibition,0.568
prohibitive,0.585
project,0.853
projectile,0.774
projectiles,0.868
projecting,0.786
projection,0.731
projector,0.711
proletariat,0.6
prolific,0.604
prologue,0.546
prolong,0.535
prolongation,0.675
prolonged,0.56
prominence,0.796
prominent,0.779
prominently,0.831
promise,0.704
promising,0.858
promissory,0.593
promo,0.614
promontory,0.542
promote,0.853
promoter,0.817
promotion,0.769
promotional,0.679
prompt,0.582
prompting,0.571
promulgate,0.678
promulgation,0.651
pronounce,0.563
pronounced,0.694
pronouncement,0.75
pronunciation,0.588
proof,0.619
propaganda,0.618
propagate,0.63
propagation,0.648
propel,0.804
propelled,0.731
propelling,0.824
propensity,0.66
proper,0.757
property,0.805
prophecy,0.75
prophesy,0.682
prophet,0.774
prophetic,0.796
prophylactic,0.527
prophylaxis,0.647
proportion,0.518
proportional,0.621
proportionate,0.67
proportions,0.5
proposal,0.596
propose,0.71
proposition,0.565
proprietary,0.814
proprietor,0.843
proprietorship,0.807
propriety,0.798
propulsion,0.644
prosecute,0.769
prosecution,0.647
prosecutor,0.796
prospect,0.698
prospection,0.64
prospective,0.717
prospectively,0.679
prospector,0.64
prospectus,0.873
prosper,0.857
prosperity,0.86
prosperous,0.89
protagonist,0.877
protect,0.791
protected,0.709
protecting,0.832
protection,0.664
protective,0.86
protector,0.824
protein,0.654
protest,0.596
protestant,0.546
protocol,0.786
prototype,0.657
protracted,0.58
protrude,0.753
protrusion,0.51
proud,0.873
prove,0.566
proven,0.611
proverb,0.518
proverbial,0.697
provide,0.704
provided,0.648
providence,0.755
provider,0.75
providing,0.896
provision,0.692
provisions,0.642
proviso,0.569
provocation,0.705
provocative,0.684
provoke,0.735
provoked,0.528
provoking,0.717
prowess,0.833
prowler,0.509
proximal,0.562
proximate,0.519
proximity,0.569
proxy,0.52
prudence,0.679
prudent,0.657
pry,0.5
prying,0.547
psalm,0.557
psalms,0.534
psych,0.526
psychiatric,0.525
psychiatrist,0.765
psychiatry,0.698
psychic,0.726
psychical,0.811
psychics,0.692
psycho,0.56
psychoanalysis,0.741
psychoanalyst,0.738
psychobabble,0.543
psychological,0.66
psychologist,0.658
psychology,0.726
psychopath,0.536
psychopathic,0.508
psychotherapy,0.651
pterodactyl,0.625
puberty,0.504
pubic,0.509
public,0.664
publication,0.6
publicist,0.676
publicity,0.679
publicly,0.632
publicspeaking,0.632
publish,0.603
published,0.57
publisher,0.691
publishing,0.66
pulmonary,0.544
pulpit,0.517
pulsar,0.618
pulsation,0.585
puma,0.561
pump,0.681
pumped,0.528
punch,0.608
punching,0.623
punchy,0.745
punctual,0.636
punctuality,0.758
punctually,0.728
punctuation,0.592
pundit,0.833
pungent,0.535
punish,0.61
punishment,0.536
punitive,0.605
purchase,0.616
purchaser,0.673
purchasing,0.661
pure,0.652
purebliss,0.526
purely,0.536
purification,0.774
purify,0.746
purist,0.575
purity,0.712
purport,0.684
purpose,0.782
purposely,0.703
pursuance,0.559
pursue,0.536
pursuing,0.69
pursuit,0.617
purveyor,0.843
purview,0.681
push,0.524
pusher,0.585
pushing,0.731
pushy,0.741
put,0.51
puzzle,0.525
pyramid,0.635
pyramidal,0.6
pyrotechnics,0.532
python,0.618
quack,0.625
quadrangle,0.573
quadruple,0.589
quake,0.672
qualifications,0.75
qualified,0.815
qualify,0.52
qualifying,0.789
qualities,0.731
quality,0.852
quantify,0.721
quantitative,0.667
quantitatively,0.713
quantity,0.783
quantum,0.6
quarantine,0.589
quarter,0.509
quarterback,0.767
quartermaster,0.661
quash,0.518
quaternary,0.509
queen,0.86
quest,0.545
question,0.509
questioning,0.509
questionnaire,0.606
quick,0.75
quicken,0.799
quickly,0.636
quickness,0.74
quicksand,0.508
quicksilver,0.529
quintet,0.5
quirk,0.618
quirky,0.564
quiz,0.527
quorum,0.602
quotes,0.52
quotient,0.58
rabbi,0.723
race,0.658
racehorse,0.6
racer,0.678
racetrack,0.624
racial,0.513
racketeering,0.697
radar,0.579
radial,0.5
radiance,0.719
radiant,0.791
radiate,0.738
radiation,0.536
radical,0.811
radically,0.715
