term,valence
misbehavior,0.031
miscalculation,0.177
miscarriage,0.042
mischief,0.385
mischievous,0.439
misconception,0.21
misconduct,0.061
misdemeanor,0.21
misdirection,0.131
miser,0.208
miserable,0.062
miserably,0.28
misery,0.146
misfire,0.153
misfit,0.173
misfortune,0.094
misguided,0.28
mishap,0.071
misinformed,0.156
misinterpretation,0.112
mislead,0.167
misleading,0.07
misled,0.177
mismanagement,0.094
mismatch,0.25
mismatched,0.25
misnomer,0.296
misplace,0.229
misplaced,0.247
misread,0.115
misrepresent,0.198
misrepresentation,0.323
misrepresented,0.042
missile,0.24
missiles,0.07
missing,0.306
missingyou,0.26
misspell,0.292
misstatement,0.302
mist,0.375
mistake,0.208
mistaken,0.131
mistreated,0.01
mistrial,0.427
mistrust,0.135
misty,0.427
misunderstand,0.177
misunderstanding,0.112
misunderstood,0.177
misuse,0.083
mite,0.29
miter,0.458
mitigation,0.448
mitt,0.406
mitzvah,0.422
mixedemotions,0.44
moan,0.357
moat,0.398
mob,0.296
mobster,0.188
mock,0.36
mocked,0.225
mockery,0.094
mocking,0.082
mod,0.458
moderate disgust,0.229
moderate negative,0.177
modicum,0.234
modification,0.48
modify,0.458
modulation,0.458
moiety,0.378
moist,0.47
moisture,0.406
molasses,0.49
mold,0.33
moldy,0.235
mole,0.436
molecular,0.495
molest,0.133
molestation,0.102
molester,0.143
molten,0.417
monarchy,0.45
monastic,0.438
mongoloid,0.177
mongoose,0.327
mongrel,0.425
monitor,0.49
monk,0.472
monochrome,0.312
monogram,0.48
monolayer,0.427
monolith,0.429
monopolist,0.33
monopoly,0.449
monotonous,0.354
monotony,0.398
monoxide,0.433
monsoon,0.358
monster,0.133
monstrosity,0.094
monstrous,0.094
montage,0.438
moo,0.438
mooch,0.378
moody,0.245
moor,0.311
moored,0.344
mooring,0.323
moorings,0.406
moorland,0.49
moot,0.344
mooted,0.388
mop,0.396
mope,0.406
morass,0.387
moratorium,0.337
morbid,0.09
morbidity,0.37
morbidness,0.12
morgue,0.022
moribund,0.083
moron,0.133
moronic,0.122
morose,0.24
morph,0.448
morphine,0.229
morphism,0.398
morsel,0.49
mortal,0.196
mortality,0.229
mortar,0.333
mortgage,0.255
mortgagee,0.418
mortgagor,0.431
mortician,0.104
mortification,0.135
mortified,0.073
mortuary,0.133
mosquito,0.229
moss,0.235
mossy,0.375
mote,0.375
moth,0.323
motherfucker,0.122
motherfucking,0.071
motherless,0.163
motionless,0.323
motley,0.48
motte,0.481
mottled,0.38
mould,0.357
mourn,0.056
mournful,0.18
mourning,0.177
mouse,0.427
mousetrap,0.18
moustache,0.47
mousy,0.48
mouthwash,0.438
movable,0.469
moving,0.479
movingon,0.49
mow,0.42
mower,0.458
mri,0.365
muchneeded,0.438
mucis,0.398
muck,0.347
mucked,0.184
mucous,0.33
mucus,0.143
mud,0.333
muddle,0.184
muddled,0.25
muddy,0.292
muffled,0.479
muffler,0.357
mugger,0.125
mulberry,0.469
mulch,0.349
mule,0.32
multiple sclerosis,0.188
mumble,0.292
mumbo,0.429
mummy,0.4
mumps,0.099
munchkin,0.49
mundane,0.312
murder,0.061
murderer,0.01
murderess,0.041
murderous,0.017
murky,0.143
murmur,0.458
muscle,0.359
mushroom,0.49
musk,0.469
musket,0.26
muskrat,0.439
muslin,0.439
muss,0.418
must,0.408
musty,0.354
mutable,0.426
mutant,0.337
mutate,0.281
mutation,0.365
mute,0.271
muted,0.26
mutilate,0.125
mutilated,0.041
mutilation,0.122
mutiny,0.323
mutt,0.418
mutter,0.406
mutton,0.427
muzzle,0.388
myopia,0.245
myopic,0.344
myriad,0.48
mysterious,0.448
mystery,0.417
mystified,0.344
myth,0.458
nab,0.469
nada,0.25
nadir,0.479
nag,0.271
nail,0.469
nail gun,0.378
naive,0.406
naked,0.323
nakedness,0.48
nameless,0.344
namesake,0.418
nanometer,0.375
napalm,0.265
nape,0.427
napkin,0.469
narcissism,0.214
narcissist,0.173
narcissistic,0.323
narcotic,0.102
narrow,0.26
narrowing,0.354
nasal,0.479
nasty,0.115
naught,0.344
naughty,0.451
nausea,0.104
nauseate,0.062
nauseating,0.021
nauseous,0.135
nautilus,0.396
navel,0.448
nay,0.344
nearsighted,0.271
nebulae,0.49
nebulous,0.469
necromancer,0.333
necrosis,0.115
needalife,0.49
needit,0.25
needle,0.25
needles,0.25
needless,0.327
needtoknow,0.427
needy,0.36
nefarious,0.184
negation,0.255
negative,0.102
negativity,0.06
neglect,0.045
neglected,0.271
neglecting,0.177
negligee,0.385
negligence,0.092
negligent,0.167
negligently,0.056
negligible,0.177
negotiation,0.49
negro,0.354
neigh,0.378
neighborhood,0.385
nemesis,0.271
neophyte,0.286
neoprene,0.316
nepotism,0.349
nerd,0.408
nerdy,0.296
nerve,0.129
nerves,0.333
nervous,0.235
nervousness,0.163
nervouswreck,0.112
nervy,0.25
ness,0.396
net,0.441
nether,0.24
netting,0.368
nettle,0.406
neuralgia,0.092
neurology,0.459
neurosis,0.122
neurosurgery,0.49
neurotic,0.198
neutral,0.469
neutrality,0.469
neutron,0.469
newt,0.458
nexus,0.496
niche,0.459
nichts,0.406
nickname,0.49
nicotine,0.235
nigger,0.24
nightfall,0.49
nightmare,0.005
nightmares,0.082
nightstand,0.49
nihilism,0.367
nil,0.286
nimrod,0.327
nincompoop,0.365
ninety,0.479
ninny,0.344
ninth,0.49
nip,0.281
nipper,0.386
nipple,0.48
nitrate,0.388
nitrogen,0.427
nitrous,0.435
nitwit,0.146
nix,0.33
no anticipation,0.396
no emotion,0.17
no sentiment,0.092
no surprise,0.171
no trust,0.055
nobodycares,0.365
node,0.396
nodular,0.438
nodule,0.312
nohope,0.2
noir,0.375
noise,0.26
noisy,0.271
nomad,0.375
nomadic,0.427
nonce,0.422
nonchalant,0.312
noncompliance,0.112
nondescript,0.49
nonexistent,0.208
nonfiction,0.426
nonpayment,0.229
nonresident,0.25
nonsense,0.214
nonsensical,0.173
noob,0.417
nook,0.48
noose,0.356
nopoint,0.276
noregrets,0.469
northwestern,0.479
noschool,0.49
nosebleed,0.153
nosey,0.276
nosnow,0.392
nostalgia,0.417
nostalgic,0.458
nostril,0.396
nosun,0.388
nosy,0.292
not positive,0.051
notamorningperson,0.469
notch,0.459
notched,0.48
notebook,0.449
nothappy,0.112
nothingness,0.204
notorious,0.366
notready,0.133
notwithstanding,0.367
nought,0.312
novelist,0.34
novice,0.429
nowork,0.312
noxious,0.177
nozzle,0.438
nuance,0.408
nuances,0.49
nuclear,0.219
nude,0.49
nudge,0.448
nudist,0.44
nudity,0.438
nuisance,0.198
nuke,0.125
nul,0.337
nullify,0.255
numb,0.108
number,0.406
numbers,0.406
numbness,0.306
numbskull,0.3
numerator,0.49
numerical,0.479
nunchucks,0.337
nut,0.365
nutcase,0.286
nuthouse,0.347
nutshell,0.458
nutty,0.444
nylon,0.49
nylong,0.439
nymphomaniac,0.398
oaf,0.344
oar,0.469
obese,0.133
obesity,0.215
obi,0.469
obit,0.41
obituary,0.188
objection,0.347
objectionable,0.459
obligation,0.222
obligatory,0.337
oblige,0.281
obliged,0.327
obligor,0.302
oblique,0.438
obliterate,0.25
obliterated,0.24
obliteration,0.177
oblivion,0.153
oblivious,0.229
obnoxious,0.088
obscene,0.05
obscenity,0.083
obscure,0.37
obscured,0.115
obscurity,0.208
obsess,0.112
obsessed,0.219
obsessing,0.173
obsession,0.229
obsessive,0.219
obsolescence,0.25
obsolete,0.337
obstacle,0.204
obstinate,0.146
obstruct,0.115
obstruction,0.125
obstructive,0.204
obtuse,0.281
obverse,0.47
occasional,0.49
occipital,0.398
occlusion,0.306
occult,0.292
occupied,0.337
occupier,0.427
occupy,0.396
occur,0.451
ocd,0.333
octave,0.438
ocular,0.418
odd,0.265
oddball,0.316
oddity,0.312
odious,0.235
odometer,0.367
odor,0.337
oedipal,0.312
offal,0.302
offence,0.312
offend,0.094
offended,0.188
offender,0.104
offense,0.23
offensive,0.135
offhand,0.388
office,0.427
offices,0.469
offing,0.49
offload,0.479
offshore,0.417
offside,0.323
ogre,0.135
ohdear,0.458
ohno,0.396
ohshit,0.23
oils,0.459
oily,0.276
ointment,0.438
okra,0.469
old,0.41
olden,0.284
older,0.385
oldie,0.363
oldies,0.438
oligarchy,0.327
omen,0.39
omgomgomg,0.49
ominous,0.255
omission,0.367
omit,0.33
omitted,0.26
omnibus,0.49
oncologist,0.26
oncology,0.204
onedge,0.479
onion,0.378
onslaught,0.198
oodles,0.49
oomph,0.449
ooze,0.344
oozing,0.238
op,0.48
opacity,0.471
opaque,0.344
ope,0.375
operatic,0.375
operation,0.475
operations,0.48
ophthalmic,0.427
opiate,0.281
opinionated,0.156
opium,0.276
opponent,0.08
oppose,0.431
opposed,0.092
opposing,0.188
opposite,0.235
opposites,0.281
opposition,0.135
oppress,0.186
oppressed,0.119
oppression,0.08
oppressive,0.276
oppressor,0.16
ops,0.417
optionally,0.365
optometrist,0.446
opus,0.458
orangutan,0.43
orb,0.463
orbital,0.458
orbs,0.469
orc,0.24
ordeal,0.344
ordinary,0.375
ordnance,0.354
organism,0.457
orgies,0.388
orgy,0.346
orifice,0.448
ornery,0.361
orphan,0.133
orphanage,0.184
orphaned,0.062
orthodontist,0.469
orthodox,0.388
orthodoxy,0.271
orthopedic,0.406
oscillate,0.449
oscillating,0.469
oscillatory,0.375
ostensibly,0.473
ostentatious,0.479
ostracized,0.115
other,0.472
otter,0.439
otto,0.427
ought,0.438
oust,0.296
outage,0.306
outboard,0.448
outbreak,0.26
outburst,0.209
outcast,0.153
outcry,0.271
outdated,0.167
outhouse,0.281
outlandish,0.448
outlaw,0.255
outlying,0.46
outnumber,0.347
outpatient,0.26
outrage,0.06
outraged,0.156
outrageous,0.153
outsider,0.398
outskirts,0.474
outstretched,0.448
outward,0.449
outwards,0.44
outweigh,0.486
outwit,0.302
oval,0.417
ovary,0.469
ovate,0.385
overbearing,0.323
overburden,0.115
overcast,0.417
overcharged,0.276
overcrowded,0.292
overdo,0.156
overdose,0.11
overdrive,0.303
overdue,0.125
overestimate,0.367
overestimated,0.344
overflow,0.398
overflowing,0.439
overgrown,0.333
overgrowth,0.417
overhead,0.344
overheated,0.25
overkill,0.379
overload,0.381
overlook,0.292
overpaid,0.429
overplayed,0.224
overpower,0.448
overpowering,0.392
overpriced,0.271
overprotective,0.448
overrated,0.312
overreact,0.306
override,0.316
overriding,0.24
overrule,0.224
overrun,0.271
overshadow,0.333
oversight,0.385
overslept,0.408
overstate,0.281
overstock,0.344
overthinker,0.43
overthinking,0.408
overthrow,0.26
overtime,0.447
overtired,0.21
overture,0.49
overturn,0.24
overweight,0.052
overwhelm,0.25
overwhelmed,0.341
overwhelming,0.327
overworked,0.133
overwrought,0.156
overzealous,0.427
owing,0.396
ox,0.417
oxidation,0.453
oxide,0.354
oxymoron,0.427
pacemaker,0.448
pact,0.442
paddock,0.48
padlock,0.459
pagan,0.292
paganism,0.24
pagination,0.459
pail,0.448
pain,0.012
pained,0.112
painful,0.05
painfully,0.156
painkiller,0.487
pains,0.106
painstaking,0.396
pale,0.281
paleontology,0.438
pall,0.277
palladium,0.47
palmer,0.48
palpitations,0.417
palsy,0.083
paltry,0.333
panacea,0.42
pancreas,0.469
pandemic,0.16
pandemonium,0.229
pane,0.385
panel,0.469
pang,0.146
panhandle,0.441
panic,0.062
panicattack,0.255
panicked,0.1
panicking,0.094
panicky,0.284
pant,0.448
pantheon,0.144
panther,0.303
panty,0.451
pap,0.438
papacy,0.481
papal,0.493
paperweight,0.421
paperwork,0.448
paprika,0.417
papyrus,0.459
parable,0.479
parabolic,0.459
paradox,0.417
paradoxical,0.406
paraffin,0.426
paragon,0.49
paralegal,0.479
parallax,0.437
paralysis,0.156
paralyze,0.188
paralyzed,0.194
paramedics,0.479
paramilitary,0.154
paranoia,0.146
paranoid,0.122
paranormal,0.167
parapet,0.45
paraphernalia,0.443
paraplegic,0.188
parasite,0.092
parasitic,0.037
parched,0.25
parenthetical,0.49
pariah,0.397
parietal,0.481
paring,0.429
parka,0.469
parkinsons,0.104
parlay,0.469
parliamentary,0.49
parole,0.388
parse,0.469
parsimonious,0.417
parsimony,0.449
parsley,0.458
partial,0.429
partiality,0.375
partially,0.418
parting,0.26
partisanship,0.438
partly,0.415
parts,0.459
pas,0.49
passage,0.429
passageway,0.49
passim,0.458
passing,0.458
passive,0.42
passivity,0.241
password,0.39
past,0.49
pasty,0.479
pat,0.418
patch,0.439
pate,0.406
patella,0.43
pathetic,0.088
pathological,0.22
pathologist,0.354
pathology,0.271
pathos,0.35
patrol,0.427
patrolman,0.469
patronising,0.439
patronize,0.43
patter,0.312
pattern,0.479
paucity,0.153
pauper,0.26
pause,0.429
pavement,0.46
paving,0.408
paw,0.417
pawn,0.39
pawnshop,0.396
payable,0.385
payback,0.459
payer,0.313
payphone,0.469
peat,0.333
pebble,0.354
peck,0.202
pecker,0.459
peculiarity,0.439
pecuniary,0.49
pedantic,0.229
peddler,0.408
pedestrian,0.438
pedometer,0.469
pedophile,0.051
pee,0.449
peek,0.486
peel,0.439
peeper,0.182
peephole,0.479
peer,0.458
peeved,0.156
pegs,0.408
peice,0.479
pellet,0.448
pelvic,0.32
pelvis,0.378
penal,0.208
penalty,0.062
penance,0.219
pendency,0.396
pendent,0.47
pending,0.396
penetrate,0.287
penetrating,0.469
penetration,0.438
penicillin,0.417
penile,0.49
penis,0.354
penitentiary,0.229
penniless,0.062
pensioner,0.44
pentagon,0.49
penultimate,0.469
pepper,0.4
peptic,0.398
peptide,0.38
percent,0.47
percentage,0.469
percentile,0.479
perchance,0.48
percolation,0.397
perdition,0.135
peremptory,0.429
perforated,0.219
perforation,0.365
perforce,0.357
peri,0.448
peridot,0.458
peril,0.052
perilous,0.143
perimeter,0.47
period,0.396
periodically,0.48
peripheral,0.406
periphery,0.469
perish,0.296
perishable,0.27
perished,0.135
perishing,0.229
perjury,0.229
permeate,0.417
permeation,0.418
permutation,0.385
pernicious,0.229
peroxide,0.458
perpetrate,0.327
perpetrator,0.229
perpetuate,0.397
perplexed,0.312
perplexing,0.316
perplexity,0.275
persecute,0.281
persecution,0.229
perspiration,0.385
pert,0.469
perturbation,0.27
pertussis,0.279
pervading,0.418
perverse,0.146
perversion,0.083
pervert,0.082
perverted,0.062
pesky,0.25
pessimism,0.083
pessimist,0.125
pessimistic,0.088
pest,0.188
pester,0.143
pestilence,0.122
pestle,0.427
petition,0.498
petloss,0.271
petpeeve,0.375
petrified,0.221
petrify,0.177
petrol,0.418
petty,0.21
petulant,0.247
pew,0.449
pewter,0.396
peyote,0.406
phalanx,0.398
phantom,0.26
phi,0.42
philistine,0.39
phlegm,0.173
phobia,0.173
phonics,0.49
phony,0.115
phooey,0.333
phosphor,0.438
phosphorus,0.429
photometry,0.417
photon,0.459
phylogeny,0.378
pi,0.469
picket,0.365
picketing,0.33
pickled,0.344
pickpocket,0.365
picky,0.257
pieceofshit,0.083
pierce,0.365
pig,0.343
piggyback,0.438
pigheaded,0.271
pigment,0.39
pigskin,0.347
pigsty,0.133
pike,0.427
pile,0.461
piles,0.469
pileup,0.34
pillage,0.24
pillbox,0.385
pimp,0.146
pimple,0.245
pin,0.438
pinch,0.34
pinching,0.25
pinhead,0.459
pinhole,0.375
pinion,0.444
pinot,0.365
pip,0.448
piped,0.36
pipeline,0.479
pipette,0.48
piping,0.365
pipsqueak,0.347
pique,0.417
piracy,0.296
piranha,0.219
pirate,0.156
piss,0.354
pissed,0.102
pissedoff,0.24
pisser,0.378
pissesmeoff,0.18
pissingmeoff,0.208
pissoff,0.255
pistol,0.17
piston,0.398
pit,0.408
pitchfork,0.312
pitfall,0.177
pith,0.458
pithy,0.48
pitiful,0.219
pitted,0.358
pitter,0.469
pituitary,0.406
pity,0.16
pivot,0.458
placard,0.388
placenta,0.375
placket,0.408
plagiarism,0.135
plague,0.083
plaid,0.48
plaintiff,0.365
plaintive,0.292
plank,0.427
plasma,0.474
plaster,0.438
plastic,0.49
platonic,0.49
platoon,0.448
plead,0.177
pleat,0.49
plexus,0.333
plication,0.36
plight,0.45
plinth,0.438
plodding,0.449
plop,0.385
plot,0.469
ploughed,0.438
plover,0.439
ploy,0.458
pluck,0.375
plumb,0.448
plumber,0.327
plumbing,0.469
plume,0.469
plummet,0.302
plump,0.385
plumper,0.406
plunder,0.125
plunge,0.307
plunger,0.365
plutonium,0.406
ply,0.458
pneumatic,0.337
pneumonia,0.208
poacher,0.24
poachers,0.315
poaching,0.302
pocket,0.458
pod,0.48
pogo,0.48
point,0.49
pointedly,0.408
pointless,0.055
pointy,0.469
poison,0.083
poisoned,0.057
poisoning,0.094
poisonous,0.102
poke,0.365
poker,0.48
pokes,0.365
polar,0.468
pole,0.418
polemic,0.133
police,0.458
police officer,0.479
policy,0.324
polio,0.296
politic,0.365
political,0.347
politician,0.323
politics,0.25
polity,0.268
polling,0.448
pollute,0.173
pollution,0.062
poltergeist,0.271
polyester,0.479
polygamy,0.365
polygon,0.49
polygonal,0.427
polygraph,0.427
polymer,0.438
polymorphism,0.429
pomp,0.448
poncho,0.49
ponderous,0.29
pooch,0.355
poof,0.469
poop,0.163
poor,0.156
poorly,0.077
popper,0.42
poppycock,0.347
porcupine,0.388
pore,0.427
pork,0.37
porky,0.234
porn,0.344
porno,0.302
pornographic,0.23
pornography,0.323
porosity,0.312
porous,0.385
portage,0.49
pose,0.427
poser,0.469
posse,0.398
possessed,0.327
possessing,0.461
possessive,0.279
possessor,0.48
possibly,0.448
possum,0.408
posthumous,0.232
postmortem,0.296
postpone,0.316
postponed,0.439
postponement,0.448
postscript,0.487
postulate,0.487
potassium,0.469
pothead,0.378
pothole,0.344
potted,0.469
potty,0.367
pouch,0.438
poultry,0.48
pounce,0.49
pounding,0.333
pour,0.448
pout,0.458
pouting,0.263
pouty,0.333
poverty,0.071
pow,0.375
powdery,0.323
powerless,0.125
powwow,0.49
pox,0.235
prawn,0.488
praxis,0.438
praying mantis,0.479
precarious,0.107
precautionary,0.449
preceding,0.456
precept,0.448
precession,0.469
precinct,0.375
precipice,0.198
precipitate,0.417
precipitation,0.454
precipitous,0.429
preclude,0.333
precocious,0.398
predator,0.143
predatory,0.083
predicament,0.365
predictable,0.312
predicting,0.463
predictive,0.479
predispose,0.469
preface,0.459
prehistoric,0.417
prejudice,0.11
prejudiced,0.235
prejudicial,0.115
prelim,0.462
premarital,0.49
premature,0.281
prematurely,0.292
premed,0.49
premeditated,0.354
premonition,0.365
preoccupation,0.375
preoccupied,0.265
preposterous,0.167
prerequisite,0.448
prescribe,0.459
prescription,0.302
pressing,0.24
pressure,0.36
presume,0.448
presumption,0.375
presumptive,0.323
presumptuous,0.265
pretend,0.49
pretended,0.167
pretending,0.378
pretense,0.323
pretensions,0.347
pretentious,0.156
pretext,0.418
prey,0.378
price,0.479
pricey,0.34
prick,0.323
prickly,0.333
prig,0.388
primates,0.365
primeval,0.427
priming,0.481
primitive,0.323
printer,0.479
prior,0.468
prismatic,0.429
prison,0.112
prisoner,0.071
prissy,0.354
privately,0.458
probation,0.206
probationary,0.333
probe,0.398
probing,0.385
probity,0.469
problem,0.062
problematic,0.073
procrastinate,0.276
procrastination,0.323
prod,0.48
profane,0.167
profanity,0.115
profuse,0.479
prog,0.448
prohibit,0.167
prohibited,0.115
prohibition,0.204
prohibitive,0.156
projectile,0.276
projectiles,0.25
proletarian,0.385
proletariat,0.404
prolonged,0.406
promiscuity,0.219
promiscuous,0.214
prone,0.415
prong,0.367
proof,0.438
propagation,0.354
propane,0.346
propeller,0.479
prophylaxis,0.292
prosecute,0.479
prosecution,0.245
prosecutor,0.45
prostate,0.323
prosthetic,0.34
prostitute,0.167
prostitution,0.125
prostrate,0.276
protest,0.14
protestant,0.33
protocol,0.178
proton,0.458
protozoa,0.35
protrusion,0.354
proviso,0.418
provocation,0.21
provocative,0.438
provoke,0.3
provoked,0.271
provoking,0.338
provost,0.48
prowl,0.312
prowler,0.375
prude,0.327
pruning,0.265
pry,0.406
prying,0.385
pseudo,0.367
psi,0.429
psoriasis,0.125
psych,0.48
psyche,0.427
psychedelic,0.45
psychiatric,0.21
psychiatrist,0.489
psychiatry,0.191
psychic,0.49
psychics,0.49
psycho,0.039
psychoanalysis,0.438
psychoanalyst,0.343
psychobabble,0.363
psychological,0.406
psychologist,0.375
psychopath,0.04
psychopathic,0.077
psychosis,0.167
psychosomatic,0.25
psychotherapy,0.396
psychotic,0.198
pterodactyl,0.354
ptsd,0.373
pubes,0.49
pubic,0.406
publicspeaking,0.448
puck,0.398
pucker,0.327
puddle,0.396
pudgy,0.31
puffing,0.396
puffy,0.333
puke,0.204
pull,0.45
pulley,0.48
pulmonary,0.276
pulp,0.469
pulpit,0.469
pulsar,0.49
pulsation,0.448
pump,0.417
punch,0.229
punched,0.188
punching,0.332
puncture,0.198
pungent,0.347
punish,0.061
punishable,0.198
punished,0.177
punishing,0.094
punishment,0.083
punitive,0.281
punk,0.429
punt,0.365
puny,0.312
puppet,0.459
puppeteer,0.337
purgatory,0.255
purge,0.125
pursue,0.417
pursuing,0.483
pus,0.135
push,0.417
pusher,0.323
pushing,0.396
pushover,0.347
pushy,0.08
puss,0.306
pussy,0.323
putrid,0.146
puts,0.428
putt,0.48
putter,0.371
putty,0.438
puzzled,0.204
puzzling,0.296
pygmy,0.357
pylon,0.417
python,0.219
quadrangle,0.458
quadratic,0.43
quadrature,0.458
quadrupole,0.45
quagmire,0.318
quake,0.11
quandary,0.208
quarantine,0.16
quarrel,0.112
quarry,0.378
quart,0.439
quartered,0.296
quartet,0.479
quartile,0.438
quarto,0.458
quash,0.271
quaternary,0.491
queasiness,0.23
queasy,0.25
queer,0.286
quell,0.388
quench,0.385
questionable,0.268
questioning,0.438
questionnaire,0.385
queue,0.458
queues,0.385
quibble,0.312
quicksand,0.219
quicksilver,0.417
quid,0.479
quinine,0.418
quirk,0.49
quit,0.469
quits,0.229
quitter,0.26
quiver,0.32
quivering,0.407
quiz,0.462
quota,0.427
rabbi,0.459
rabble,0.184
rabid,0.089
rabies,0.115
racer,0.48
racial,0.292
racism,0.122
racist,0.061
rack,0.385
racketeering,0.167
racking,0.411
racy,0.427
radial,0.439
radiation,0.167
radiator,0.385
radioactive,0.19
radioactivity,0.24
radiography,0.469
radiologist,0.49
radiology,0.459
radium,0.469
radon,0.323
rag,0.255
rage,0.082
ragemode,0.363
ragetweet,0.398
ragged,0.198
raggedy,0.198
raging,0.219
rags,0.434
ragtime,0.469
raid,0.35
raider,0.302
rail,0.47
raincoat,0.458
rainmaker,0.448
rainstorm,0.392
rake,0.41
ram,0.406
rambling,0.448
ramp,0.49
rampage,0.24
rampant,0.49
rampart,0.322
ramrod,0.406
ranch,0.357
rancid,0.156
random,0.49
randomly,0.41
randomness,0.418
randy,0.49
range,0.49
rant,0.219
ranting,0.181
rape,0.062
rapist,0.062
raptor,0.27
raptors,0.28
rapture,0.439
rare,0.396
rarely,0.408
rascal,0.169
rash,0.219
rat,0.271
ratchet,0.449
rationing,0.396
rattan,0.434
rattle,0.49
rattled,0.354
rattler,0.396
rattlesnake,0.188
ratty,0.354
raucous,0.316
ravage,0.214
rave,0.49
raven,0.479
ravenous,0.406
ravine,0.354
raving,0.312
raw,0.143
rawhide,0.292
rawr,0.457
razor,0.26
reaction,0.47
reactionary,0.406
reactive,0.434
reactor,0.438
reagent,0.385
realtor,0.429
ream,0.49
reaper,0.34
rear,0.459
reassign,0.359
rebel,0.235
rebellion,0.245
rebellious,0.344
rebels,0.135
rebuke,0.115
rebut,0.154
rebuttal,0.312
recalcitrant,0.357
recant,0.333
recapture,0.333
recast,0.367
recede,0.231
receding,0.224
receipts,0.32
receptor,0.417
recesses,0.367
recession,0.368
recheck,0.44
recherche,0.458
recidivism,0.245
reckless,0.262
recklessness,0.292
reckoning,0.418
reclaim,0.469
recline,0.46
reclining,0.448
recluse,0.24
recoil,0.089
reconfigure,0.429
reconsider,0.448
reconvene,0.49
recount,0.479
recourse,0.402
recruiting,0.448
recruitment,0.479
recruits,0.396
rectal,0.344
rectangle,0.479
rectangular,0.438
rectification,0.449
rector,0.458
rectory,0.49
rectum,0.438
recumbent,0.429
recur,0.479
recurrence,0.49
recurring,0.37
recursion,0.312
recursive,0.459
recursively,0.427
red,0.427
redemption,0.376
redirect,0.469
redneck,0.401
redness,0.151
redo,0.481
reduce,0.219
reduced,0.229
reduction,0.365
redundancy,0.316
redundant,0.21
reed,0.49
reek,0.177
reel,0.449
reeling,0.327
ref,0.469
reflector,0.479
reflux,0.281
refraction,0.388
refrain,0.314
refraining,0.418
refugee,0.379
refusal,0.052
refuse,0.18
refused,0.163
refusing,0.143
refutation,0.312
refute,0.312
regime,0.29
regimen,0.428
regiment,0.469
regimental,0.292
register,0.49
regress,0.255
regression,0.312
regressive,0.302
regret,0.23
regretful,0.167
regrettable,0.104
regretted,0.352
regretting,0.255
regular,0.435
regurgitation,0.16
rehabilitation,0.406
rehash,0.405
reins,0.48
reinstall,0.458
reiterate,0.422
reject,0.06
rejected,0.102
rejection,0.08
rejects,0.083
relapse,0.173
relegation,0.375
relentless,0.333
relinquish,0.265
relocation,0.396
reluctance,0.24
reluctant,0.292
remainder,0.398
remaining,0.449
remand,0.245
rematch,0.469
remedial,0.369
remiss,0.19
remission,0.418
remnant,0.367
remorse,0.103
remorseful,0.347
remote,0.458
remoteness,0.323
removal,0.245
remove,0.292
remover,0.337
renal,0.3
rend,0.429
rendition,0.417
renegade,0.14
renounce,0.156
rent,0.344
renunciation,0.26
repay,0.469
repayment,0.479
repeal,0.26
repeat,0.49
repeated,0.429
repeatedly,0.479
repeater,0.479
repel,0.224
repellant,0.292
repellent,0.286
repelling,0.184
repent,0.449
repentance,0.417
repentant,0.326
repetition,0.375
repetitive,0.32
replace,0.417
replacement,0.385
replica,0.48
replicate,0.48
replication,0.342
reported,0.418
repose,0.469
reposition,0.408
repository,0.406
repossess,0.418
reprehensible,0.316
repress,0.208
repressed,0.188
repression,0.214
reprimand,0.153
reprisal,0.125
reprise,0.459
reproach,0.24
reptile,0.35
republican,0.398
repudiation,0.167
repugnance,0.062
repugnant,0.061
repulsion,0.247
repulsive,0.146
reputed,0.439
requiem,0.475
require,0.398
requisite,0.448
requisition,0.478
reread,0.448
rerun,0.333
reschedule,0.438
rescind,0.347
rescission,0.333
resection,0.375
resent,0.073
resentful,0.12
resentment,0.163
reset,0.49
reside,0.451
residual,0.448
residue,0.354
resign,0.25
resignation,0.145
resigned,0.24
resin,0.284
resist,0.414
resistance,0.427
resisting,0.408
resistive,0.396
resonator,0.469
resounding,0.49
respirator,0.433
respondent,0.449
restless,0.219
restlessness,0.083
restrain,0.134
restrained,0.354
restraining,0.296
restraint,0.167
restrict,0.115
restricted,0.276
restriction,0.13
restrictive,0.215
retain,0.367
retainer,0.396
retaining,0.417
retaliate,0.111
retaliation,0.156
retaliatory,0.194
retard,0.194
retardation,0.125
retarded,0.302
retards,0.362
retention,0.344
retentive,0.439
rethink,0.48
reticent,0.396
retina,0.49
retire,0.398
retired,0.27
retirement,0.25
retiring,0.408
retold,0.459
retort,0.417
retrace,0.25
retract,0.316
retraction,0.312
retractor,0.354
retrenchment,0.23
retriever,0.459
retrograde,0.208
retrospect,0.406
rev,0.367
reveal,0.493
revenge,0.23
reverberation,0.39
reversal,0.38
reversion,0.458
revert,0.38
revision,0.417
revocation,0.26
revoke,0.251
revolt,0.343
revolting,0.102
revolution,0.417
revolver,0.194
revulsion,0.104
rewind,0.46
rewire,0.365
rewrite,0.49
rhetoric,0.417
rhetorical,0.417
rheumatism,0.219
rib,0.49
ribbed,0.365
rick,0.459
rickety,0.224
rickshaw,0.438
ricochet,0.287
rid,0.194
riddance,0.323
riddled,0.281
ridge,0.484
ridicule,0.143
