term,dominance
leukemia,0.351
levee,0.49
level,0.491
lever,0.402
levy,0.491
lewd,0.412
liaison,0.472
liar,0.339
libel,0.403
libelous,0.436
libretto,0.406
lice,0.194
lichen,0.463
lick,0.33
licorice,0.4
lid,0.255
lie,0.272
liege,0.452
lien,0.441
lieu,0.312
lifeless,0.163
lifeline,0.496
lifer,0.398
lifesucks,0.377
ligation,0.396
ligature,0.447
lightbulb,0.302
lighten,0.362
lightheaded,0.255
lightweight,0.358
like,0.446
likely,0.454
likewise,0.312
lilac,0.357
lily,0.263
limb,0.427
limbo,0.309
lime,0.415
limestone,0.381
limey,0.415
limitation,0.225
limited,0.38
limp,0.172
lin,0.343
line,0.353
lineal,0.474
linear,0.472
lined,0.424
linen,0.286
liner,0.4
lines,0.33
linger,0.412
lingerie,0.308
lingo,0.447
lingual,0.315
linguini,0.355
lining,0.472
link,0.491
linoleum,0.402
lint,0.214
lip,0.443
liposuction,0.464
lipstick,0.306
liquefied,0.342
liqueur,0.389
liquid,0.307
liquor,0.433
lira,0.37
lisp,0.288
list,0.402
listen,0.445
listener,0.403
listenting,0.491
listing,0.432
listless,0.231
listneing,0.433
litany,0.482
liter,0.382
lithium,0.43
lithograph,0.481
lithography,0.473
litter,0.11
little,0.213
littlethings,0.242
littoral,0.452
liver,0.385
livery,0.429
livid,0.49
lizard,0.324
lml,0.385
loaf,0.277
loafer,0.254
loan,0.352
loath,0.445
loathe,0.429
loathful,0.358
loathing,0.368
loathsome,0.343
lobby,0.472
lobe,0.352
lobotomy,0.402
lobster,0.291
local,0.452
locale,0.352
locality,0.464
loch,0.425
locker,0.393
locksmith,0.491
loco,0.226
locust,0.417
lode,0.318
lodge,0.474
lodger,0.304
loft,0.343
log,0.395
loin,0.379
lollipop,0.357
lone,0.367
loneliness,0.222
lonely,0.238
loner,0.221
lonesome,0.336
longboat,0.49
loo,0.283
looker,0.451
loom,0.325
loon,0.325
loony,0.295
loop,0.317
loophole,0.491
loopy,0.195
loose,0.365
loosen,0.218
loosening,0.295
lop,0.426
lopsided,0.272
lorry,0.402
lose,0.176
loser,0.155
losing,0.223
loss,0.211
lost,0.148
lot,0.37
lotion,0.188
lots,0.424
lottery,0.491
lotto,0.475
loudmouth,0.456
lounge,0.466
lounging,0.449
louse,0.154
lousy,0.234
loveless,0.216
low,0.102
lowdown,0.441
lower,0.258
lowering,0.236
lowest,0.129
lowlands,0.331
lowlife,0.309
lowly,0.417
lox,0.318
lsd,0.39
luau,0.296
lube,0.411
lubricant,0.454
lubricate,0.47
lubrication,0.491
luckygirl,0.471
ludicrous,0.274
lug,0.34
luggage,0.319
lukewarm,0.241
lull,0.402
lullaby,0.339
lumbar,0.342
lumber,0.373
lump,0.463
lumpy,0.365
lunacy,0.33
lunar,0.427
lunatic,0.442
lunchbox,0.346
luncheon,0.441
lunchtime,0.444
lurch,0.363
lure,0.3
lycra,0.328
lye,0.443
lying,0.317
lymph,0.39
lymphatic,0.472
lymphoma,0.33
lynch,0.482
lyre,0.414
lyric,0.464
lyrics,0.333
macadamia,0.434
macarena,0.368
macaroni,0.382
mace,0.415
mach,0.463
machete,0.474
mackerel,0.426
mad,0.277
madden,0.457
madder,0.267
mademoiselle,0.461
madhouse,0.44
madman,0.312
madness,0.44
magazine,0.377
mage,0.453
magenta,0.415
maggot,0.235
magnesium,0.321
magnifier,0.345
magnifying,0.406
magnolia,0.379
magpie,0.327
mahi mahi,0.398
mahjong,0.44
mahogany,0.393
maid,0.3
maiden,0.461
mailbox,0.404
mailing,0.375
mailman,0.462
maim,0.496
make,0.48
makeshift,0.389
makeup,0.331
malady,0.304
malaise,0.161
malaria,0.304
malarkey,0.465
malfeasance,0.325
malformation,0.357
malfunction,0.229
malice,0.492
malign,0.481
malignant,0.37
maligned,0.218
mall,0.492
malleable,0.391
mallet,0.483
malnutrition,0.277
malpractice,0.33
malt,0.324
mambo,0.445
mamma,0.449
mammal,0.421
mammy,0.436
mandarin,0.491
mandolin,0.367
mandrel,0.481
mane,0.373
mange,0.348
manger,0.398
mangle,0.355
mango,0.29
mangosteen,0.414
mangy,0.27
mania,0.382
maniac,0.431
manic,0.368
manicure,0.284
manicurist,0.341
manifold,0.435
manned,0.484
mannequin,0.295
manner,0.32
mannered,0.291
manslaughter,0.473
mantel,0.471
mantis,0.421
mantle,0.422
mantra,0.357
manual,0.449
manure,0.241
map,0.463
maple,0.339
marbled,0.418
marbles,0.241
march,0.483
mare,0.417
margarine,0.333
margarita,0.42
margin,0.331
marginal,0.345
marinara,0.435
marks,0.424
marl,0.351
marmalade,0.288
maroon,0.336
marooned,0.16
marred,0.233
marrow,0.472
marsh,0.277
marshmallow,0.391
mart,0.418
martingale,0.455
martyrdom,0.442
marzipan,0.258
mascara,0.269
mascot,0.337
mash,0.283
mashed,0.194
masks,0.241
masochism,0.483
masochist,0.353
masquerade,0.446
mass,0.277
massage,0.413
masses,0.473
masseur,0.463
masseuse,0.391
mat,0.304
matchbook,0.412
matching,0.418
material,0.439
materials,0.473
materiel,0.417
matinee,0.447
matted,0.393
matting,0.423
mattress,0.397
maudlin,0.368
mauve,0.314
maverick,0.409
may,0.245
mayday,0.423
mayflower,0.429
mayhem,0.364
mayonnaise,0.222
maze,0.444
mead,0.441
meadow,0.382
meager,0.281
meal,0.473
meander,0.454
meanie,0.404
meaningless,0.143
meanness,0.368
means,0.46
meantime,0.3
measles,0.422
measure,0.365
measurement,0.491
measuring cup,0.377
measuring tape,0.327
meat,0.413
meatball,0.343
meathead,0.49
meatloaf,0.375
meddling,0.461
media,0.464
medial,0.429
median,0.375
medieval,0.455
mediocre,0.149
mediocrity,0.225
meditating,0.399
meditation,0.478
meditative,0.454
medium,0.358
medley,0.4
meek,0.198
meh,0.365
melancholic,0.277
melancholy,0.237
mellow,0.265
melodrama,0.446
melodramatic,0.368
melody,0.405
melon,0.271
melt,0.312
membrane,0.418
memo,0.407
memorabilia,0.491
memoriesiwontforget,0.455
menial,0.352
meningitis,0.407
meniscus,0.453
menopause,0.306
menses,0.331
menstrual,0.435
menthol,0.433
menu,0.385
meow,0.412
mercury,0.475
mere,0.176
merengue,0.442
meringue,0.411
mermaid,0.452
mesa,0.319
mescaline,0.415
mesh,0.371
meshes,0.362
mesmerized,0.421
mess,0.273
message,0.415
messedup,0.358
messy,0.14
metaphor,0.47
metaphorical,0.48
metastasis,0.452
meter,0.463
meth,0.34
methadone,0.453
metime,0.417
metrical,0.482
metrology,0.439
mew,0.38
mezzanine,0.404
mica,0.314
mick,0.382
micro,0.25
microbe,0.34
microchip,0.432
microfilm,0.412
microgram,0.355
micrometer,0.394
micron,0.315
microphone,0.462
microscope,0.464
microscopic,0.433
microscopically,0.412
microscopy,0.455
microwave,0.443
mid,0.356
midair,0.455
midday,0.403
middle,0.3
middleman,0.452
middleweight,0.428
midget,0.254
midland,0.456
midlife,0.473
midline,0.33
midst,0.296
midsummer,0.492
midterm,0.425
midway,0.304
midwife,0.453
midwifery,0.459
mien,0.447
miffed,0.429
mignon,0.423
migraine,0.318
migrate,0.454
migratory,0.491
mike,0.423
mil,0.347
mild,0.216
mildew,0.241
mildness,0.311
mile,0.456
milk,0.327
milkman,0.304
milkshake,0.33
milky,0.311
mill,0.347
milligram,0.302
millimeter,0.36
millstone,0.492
mime,0.302
mimic,0.391
mimicking,0.364
mimicry,0.472
mince,0.378
mincemeat,0.358
mindless,0.153
mingle,0.434
mingled,0.357
mini,0.221
miniature,0.204
minibus,0.428
minim,0.138
minimal,0.206
minimize,0.311
minimized,0.208
minimum,0.194
minion,0.167
minivan,0.452
mink,0.43
minnow,0.364
minor,0.175
minority,0.211
minstrel,0.397
mint,0.345
minty,0.361
minuscule,0.214
minute,0.356
minutiae,0.316
minx,0.404
mir,0.355
mire,0.298
mirror,0.438
misbehave,0.304
misbehavior,0.269
miscalculation,0.353
miscarriage,0.312
miscellaneous,0.196
miscellany,0.384
mischief,0.292
mischievous,0.472
misconception,0.291
misconduct,0.304
misdemeanor,0.364
misdirection,0.281
miser,0.311
miserable,0.188
miserably,0.15
misery,0.158
misfire,0.2
misfit,0.393
misfortune,0.311
misguided,0.259
mishap,0.227
misinformed,0.25
misinterpretation,0.36
mislead,0.412
misleading,0.272
misled,0.353
mismanagement,0.295
mismatch,0.282
mismatched,0.302
misnomer,0.284
misplace,0.191
misplaced,0.324
misread,0.315
misrepresent,0.418
misrepresented,0.466
miss,0.408
missing,0.222
missingyou,0.377
misspell,0.281
misstatement,0.221
missy,0.333
mist,0.221
mistake,0.102
mistaken,0.212
mistletoe,0.324
mistreated,0.2
mistrust,0.231
misty,0.278
misunderstand,0.382
misunderstanding,0.284
misunderstood,0.309
misuse,0.196
mite,0.271
miter,0.414
mitigate,0.456
mitigation,0.423
mitt,0.264
mitten,0.408
mitzvah,0.409
mix,0.472
mixed,0.444
mixedemotions,0.43
mixture,0.481
mnemonic,0.452
moan,0.352
moat,0.314
mobile,0.481
mocha,0.311
mocked,0.204
mockery,0.181
mocking,0.394
mockingbird,0.423
mod,0.384
modal,0.461
mode,0.367
modeling,0.49
moderate,0.453
moderate disgust,0.381
moderate negative,0.306
moderation,0.453
modest,0.412
modicum,0.327
modifiable,0.373
modulus,0.481
moiety,0.454
moist,0.386
moisture,0.327
moisturizer,0.386
molar,0.35
molasses,0.286
mold,0.402
molded,0.373
moldy,0.25
mole,0.352
molecule,0.375
molest,0.319
molestation,0.407
molester,0.478
molten,0.339
momentary,0.33
mommy,0.422
monad,0.451
mongoloid,0.317
mongrel,0.395
monk,0.439
monkey,0.283
mono,0.273
monochrome,0.339
monogamous,0.402
monogamy,0.455
monogram,0.425
monogrammed,0.402
monograph,0.481
monolayer,0.433
monotonous,0.4
monotony,0.353
monoxide,0.49
monsoon,0.481
montage,0.388
monte,0.391
month,0.411
monthly,0.364
moo,0.3
mooch,0.309
moods,0.491
moonbeam,0.491
moonlight,0.409
moonshine,0.491
moonstruck,0.407
moor,0.378
moored,0.417
mooring,0.444
moorland,0.456
moose,0.318
mooted,0.463
mop,0.296
mope,0.345
morass,0.375
moratorium,0.373
moray,0.463
morbid,0.395
morbidity,0.443
morbidness,0.339
morgue,0.241
moribund,0.167
morn,0.345
morning,0.444
moron,0.183
moronic,0.224
morose,0.264
morph,0.451
morphine,0.496
morphism,0.386
morrow,0.49
morsel,0.4
mortgagor,0.49
mortician,0.275
mortification,0.404
mortified,0.27
mortuary,0.427
mosaic,0.302
mosey,0.33
mosquito,0.198
moss,0.245
mossy,0.286
mote,0.26
motel,0.45
moth,0.196
motherfucker,0.351
motherfucking,0.373
motherless,0.337
motionless,0.246
motley,0.412
motorboat,0.39
motte,0.37
mottled,0.295
motto,0.439
mould,0.246
mount,0.348
mourn,0.15
mournful,0.188
mourning,0.266
mouse,0.206
mousetrap,0.33
mousse,0.368
moustache,0.409
mousy,0.339
mouth,0.336
mouthful,0.389
mouthpiece,0.393
mouthwash,0.352
mover,0.466
movie,0.471
movies,0.472
moving,0.358
movingon,0.435
mow,0.393
mower,0.368
moxie,0.366
mozzarella,0.34
mri,0.349
muchneeded,0.455
mucis,0.42
muck,0.272
mucked,0.373
mucous,0.293
mucus,0.228
mud,0.185
muddle,0.336
muddled,0.263
muddy,0.283
muff,0.314
muffin,0.306
muffled,0.421
muffler,0.454
mug,0.382
mulberry,0.361
mulch,0.383
mule,0.254
mullet,0.377
multiple sclerosis,0.483
mumble,0.245
mumbo,0.336
mummy,0.415
mumps,0.311
munch,0.434
munchies,0.491
munchkin,0.374
mundane,0.48
mural,0.454
murderess,0.462
murky,0.37
murmur,0.2
museum,0.481
mush,0.125
mushroom,0.269
mushy,0.182
musing,0.465
musk,0.453
muskrat,0.368
muslin,0.352
muss,0.302
must,0.441
mustard,0.275
musty,0.267
mutable,0.491
mutate,0.463
mute,0.25
muted,0.162
mutilate,0.465
mutilated,0.356
mutilation,0.456
mutt,0.387
mutter,0.228
mutton,0.393
mutual,0.464
muzzle,0.232
myopia,0.226
myopic,0.218
mysterious,0.455
mysticism,0.423
myth,0.338
nab,0.407
nacho,0.333
nada,0.136
nadir,0.424
nag,0.472
nail,0.282
naive,0.375
naked,0.288
nakedness,0.35
namaste,0.464
name,0.415
nameless,0.164
namesake,0.404
nana,0.375
nanometer,0.446
nap,0.342
napalm,0.471
nape,0.298
napkin,0.209
napping,0.306
nappy,0.207
narcotic,0.45
narrate,0.473
narrative,0.443
narrow,0.356
narrowing,0.357
nasal,0.33
nasty,0.264
natal,0.481
natural,0.481
natural gas,0.396
naught,0.161
naughty,0.371
nausea,0.273
nauseate,0.176
nauseating,0.25
nauseous,0.284
navel,0.276
nay,0.325
nearsighted,0.265
neat,0.491
nebula,0.438
nebulae,0.472
nebulous,0.417
necessities,0.463
neck,0.345
necklace,0.373
necktie,0.314
necrosis,0.385
nectar,0.398
need,0.2
needalife,0.394
needit,0.356
needle,0.36
needles,0.348
needless,0.2
needtoknow,0.474
needtorelax,0.274
needy,0.245
negation,0.297
negative,0.176
negativity,0.273
neglect,0.163
neglected,0.16
neglecting,0.23
negligee,0.336
negligence,0.251
negligent,0.259
negligently,0.266
negligible,0.232
negro,0.461
neigh,0.373
neighbor,0.434
neighborhood,0.373
neighboring,0.481
neon,0.38
neonatal,0.357
neophyte,0.411
neoprene,0.443
nephew,0.412
nerd,0.315
nerdy,0.292
nerve,0.307
nerves,0.264
nervous,0.213
nervousness,0.241
nervouswreck,0.179
nervy,0.241
ness,0.392
nest,0.333
nestle,0.379
nestling,0.286
net,0.417
nether,0.259
nettle,0.49
network,0.466
neural,0.391
neuralgia,0.439
neurosis,0.418
neurotic,0.387
neuter,0.302
neutral,0.357
neutrality,0.434
newborn,0.372
newcomer,0.396
newsletter,0.49
newspaper,0.444
newsstand,0.336
nexus,0.412
nib,0.406
nibble,0.411
niche,0.318
nichts,0.404
nick,0.387
nickel,0.406
nickname,0.263
nicotine,0.447
niece,0.4
nigger,0.398
nigh,0.336
night,0.404
nightcap,0.268
nightfall,0.426
nightgown,0.25
nightie,0.274
nightingale,0.496
nightly,0.474
nightmare,0.436
nightmares,0.448
nightstand,0.327
nightstick,0.348
nighttime,0.439
nihilism,0.364
nil,0.157
nincompoop,0.368
nine,0.327
nineteen,0.375
ninety,0.436
ninny,0.309
nintendo,0.464
ninth,0.396
nip,0.264
nipper,0.317
nipple,0.415
nippy,0.416
nitrous,0.411
nitwit,0.139
nix,0.404
no anticipation,0.341
no disgust,0.448
no emotion,0.225
no sentiment,0.278
no surprise,0.412
no trust,0.257
nobodycares,0.354
nocomplaints,0.491
nocturnal,0.462
nod,0.427
nodding,0.426
node,0.361
nodular,0.411
nodule,0.349
noggin,0.382
nohope,0.385
noir,0.365
noise,0.388
nomad,0.433
nomadic,0.422
nominal,0.463
nonce,0.377
nonchalant,0.366
noncompliance,0.259
nondescript,0.348
nonexistent,0.149
nonfat,0.34
nonfiction,0.431
nonpayment,0.298
nonresident,0.302
nonsense,0.155
nonsensical,0.193
nonviolent,0.346
noob,0.267
noodle,0.225
nook,0.296
noose,0.33
nopoint,0.314
noregrets,0.426
normal,0.38
normality,0.444
north,0.45
northbound,0.491
northeast,0.375
northern,0.472
northwest,0.451
northwestern,0.462
noschool,0.38
nose,0.245
nosebleed,0.361
nosey,0.223
nosnow,0.366
nostalgia,0.339
nostalgic,0.184
nostress,0.415
nostril,0.316
nosun,0.351
nosy,0.433
not negative,0.444
not positive,0.236
notamorningperson,0.44
notch,0.358
notched,0.356
note,0.416
notebook,0.442
noted,0.464
nothappy,0.17
nothingness,0.161
notice,0.491
notready,0.196
notwithstanding,0.433
nought,0.116
noun,0.477
nouveau,0.432
novel,0.439
novice,0.18
nowadays,0.4
nowork,0.309
noxious,0.379
nozzle,0.287
nuance,0.411
nude,0.2
nudie,0.373
nudist,0.483
nudity,0.415
nugget,0.348
nuisance,0.227
nul,0.264
nullify,0.395
numb,0.352
number,0.471
numbering,0.482
numbers,0.44
numbness,0.265
numbskull,0.284
numeral,0.382
nun,0.406
nunnery,0.473
nursemaid,0.436
nursery,0.389
nut,0.25
nutcase,0.259
nuthouse,0.434
nutmeg,0.35
nuts,0.291
nutshell,0.31
nutty,0.271
nylon,0.295
nylong,0.351
nylons,0.32
nymph,0.472
oaf,0.33
oar,0.316
oasis,0.429
oat,0.298
oatmeal,0.241
obese,0.25
obesity,0.328
obi,0.414
obit,0.393
obituary,0.423
object,0.375
obliged,0.411
obligor,0.36
oblique,0.455
obliterated,0.344
obliteration,0.397
oblivion,0.282
oblivious,0.355
oblong,0.37
obnoxious,0.256
oboe,0.392
obscene,0.348
obscenity,0.418
obscure,0.278
obscured,0.298
obscurity,0.38
observe,0.36
obsessed,0.439
obsessive,0.48
obsolescence,0.377
obsolete,0.25
obstacle,0.336
obstruct,0.458
obstruction,0.491
obtuse,0.345
obverse,0.464
ocarina,0.366
occasion,0.398
occasional,0.387
occasionally,0.264
occlusion,0.442
occult,0.406
occupant,0.483
occupied,0.441
ocd,0.37
octagon,0.462
octave,0.482
octopus,0.411
ocular,0.4
odd,0.302
oddball,0.357
oddity,0.386
odious,0.235
odometer,0.388
odor,0.404
offal,0.302
offence,0.446
offend,0.333
offended,0.337
offhand,0.368
offing,0.447
offshoot,0.361
offshore,0.441
offside,0.443
oft,0.474
oftentimes,0.482
ohdear,0.442
ohgod,0.439
ohno,0.38
ohshit,0.343
oil,0.306
oils,0.391
oily,0.385
oink,0.289
ointment,0.398
okra,0.362
old,0.315
olden,0.425
older,0.317
oldie,0.342
oldies,0.412
olfactory,0.452
olive,0.406
omelet,0.315
omgomgomg,0.358
omission,0.275
omit,0.451
omitted,0.211
omnibus,0.473
onboard,0.491
one,0.37
oneday,0.374
onedge,0.4
onerous,0.462
oneself,0.483
onion,0.382
onyx,0.38
oodles,0.446
oomph,0.315
ooze,0.333
oozing,0.427
op,0.349
opacity,0.256
opal,0.379
opaque,0.342
ope,0.395
opener,0.377
opera,0.483
ophthalmic,0.444
ophthalmologist,0.491
opinionated,0.491
opium,0.333
oppose,0.473
opposite,0.408
opposites,0.462
oppressed,0.259
opt,0.345
option,0.359
optional,0.44
optionally,0.481
options,0.473
opus,0.391
oral,0.375
orange,0.296
orange juice,0.445
orangutan,0.471
orb,0.444
orbs,0.482
orc,0.388
orchard,0.333
orchid,0.382
ordinary,0.286
ore,0.356
oregano,0.25
orgies,0.433
orifice,0.443
origami,0.294
ornament,0.441
ornamental,0.46
ornamentation,0.472
ornamented,0.49
orphan,0.14
orphanage,0.425
orphaned,0.228
orthopedic,0.473
oscillate,0.397
oscillating,0.402
oscillation,0.431
oscillatory,0.48
ostracized,0.377
ostrich,0.241
other,0.259
otter,0.339
otto,0.404
ottoman,0.444
ought,0.434
ounce,0.288
oust,0.444
outage,0.438
outback,0.43
outboard,0.456
outbreak,0.472
outcast,0.353
outdated,0.226
outdoor,0.447
outdoors,0.453
outer,0.456
outhouse,0.255
outlaw,0.482
outlet,0.245
outpatient,0.395
output,0.434
outsider,0.447
outskirts,0.312
outward,0.365
outwards,0.4
outwit,0.356
oval,0.33
ovary,0.28
ovate,0.368
overalls,0.373
overcast,0.475
overcoat,0.43
overcrowded,0.491
overdose,0.468
overdue,0.259
overestimate,0.444
overgrown,0.369
overhaul,0.491
overlook,0.415
overpriced,0.472
overrated,0.482
overreact,0.471
overriding,0.384
overrule,0.429
overslept,0.3
overthemoon,0.481
overtired,0.273
overture,0.491
overturn,0.396
overweight,0.389
overwhelm,0.462
overwhelmed,0.348
overworked,0.387
owe,0.386
owing,0.381
owl,0.321
ox,0.412
oxidation,0.211
oxide,0.298
oxymoron,0.398
oyster,0.327
pace,0.39
pacified,0.414
pacifier,0.356
pacing,0.491
pack,0.475
package,0.443
packet,0.407
pad,0.33
padded,0.371
padding,0.423
paddle,0.393
paddle boat,0.415
paddock,0.481
paddy,0.33
padlock,0.457
paean,0.471
paganism,0.411
page,0.278
pagination,0.4
paging,0.423
pagoda,0.435
pail,0.188
pain,0.395
pained,0.25
painful,0.33
painfully,0.407
painkiller,0.481
painless,0.491
pains,0.362
painstaking,0.386
paint,0.413
paintbrush,0.353
painted,0.424
painter,0.487
painting,0.333
pair,0.304
paisley,0.347
pajama,0.245
pajamas,0.264
palate,0.358
pale,0.245
palette,0.205
pall,0.394
palladium,0.393
pallet,0.349
palm,0.34
palmer,0.413
palomino,0.396
palsy,0.221
paltry,0.32
pamper,0.348
pamphlet,0.327
pan,0.364
panache,0.306
pancake,0.364
pancakes,0.402
pancreas,0.366
panda,0.406
pane,0.444
panel,0.425
pang,0.455
panhandle,0.414
panic,0.4
panicattack,0.386
panicked,0.26
panicking,0.333
panicky,0.393
panier,0.38
pant,0.409
panties,0.312
pantomime,0.385
pantry,0.312
pants,0.333
panty,0.303
pantyhose,0.25
pap,0.302
papaya,0.3
paper,0.293
paperback,0.314
paperboy,0.471
paperweight,0.433
paperwork,0.422
paprika,0.264
papyrus,0.324
par,0.429
paradox,0.482
paradoxical,0.433
paraffin,0.343
paragon,0.473
paragraph,0.269
parakeet,0.227
parallax,0.471
parallel,0.465
paralysis,0.305
paralyze,0.471
paralyzed,0.198
paranoia,0.407
paranoid,0.364
parapet,0.279
paraphrase,0.444
paraplegic,0.321
parasite,0.324
parasitic,0.364
parasol,0.304
parcel,0.411
parcels,0.418
parched,0.255
parchment,0.455
pare,0.309
parenthesis,0.38
parenthetical,0.391
pariah,0.293
parietal,0.491
paring,0.324
parity,0.407
park,0.414
parka,0.395
parkinsons,0.373
parlance,0.462
parlay,0.483
parlor,0.366
parmesan,0.382
parody,0.375
parquet,0.422
parrot,0.292
parry,0.436
parsimonious,0.446
parsimony,0.403
parsley,0.291
part,0.36
partial,0.348
partiality,0.49
partially,0.396
particle,0.438
parting,0.353
partly,0.396
partridge,0.25
parts,0.392
pas,0.262
pass,0.362
passage,0.37
passageway,0.4
passe,0.426
passenger,0.481
passim,0.333
passive,0.241
passivity,0.246
past,0.311
pasta,0.375
pastel,0.367
pastime,0.443
pastrami,0.348
pastry,0.419
pasture,0.17
pasty,0.375
pat,0.34
patch,0.283
patchwork,0.325
pate,0.26
patella,0.342
path,0.421
pathetic,0.139
pathos,0.462
patience,0.387
patient,0.34
patio,0.402
patter,0.451
paucity,0.175
pauper,0.151
pause,0.264
pavement,0.475
paw,0.286
pawn,0.187
pax,0.473
payphone,0.37
pea,0.298
peaceable,0.453
peach,0.272
peachy,0.388
peacock,0.458
peak,0.431
peanut,0.246
peanuts,0.324
pear,0.241
pearly,0.373
peas,0.31
peasant,0.407
pebble,0.287
pecan,0.358
peck,0.321
pecker,0.375
peculiarly,0.454
pedal,0.342
pedantic,0.253
peddler,0.39
pedestrian,0.448
pediatric,0.49
pedicure,0.296
pedometer,0.405
pedophile,0.43
pee,0.391
peek,0.411
peekaboo,0.412
peel,0.279
peep,0.269
peeper,0.343
peephole,0.31
peering,0.451
peerless,0.462
peeved,0.467
peg,0.393
pegs,0.386
peice,0.398
pelagic,0.491
pelican,0.38
pellet,0.466
pelvic,0.373
pelvis,0.38
pen,0.25
penalty,0.24
penance,0.463
pencil,0.263
pendant,0.385
pendency,0.472
pendent,0.425
pending,0.473
pendulum,0.434
penguin,0.307
penile,0.491
penitentiary,0.491
pennant,0.426
penniless,0.083
penny,0.324
pension,0.406
pensioner,0.442
pentagram,0.466
penthouse,0.395
penultimate,0.255
pep,0.364
pepper,0.328
peppermint,0.271
pepperoni,0.358
peppy,0.438
peptic,0.362
peptide,0.411
percent,0.356
percentile,0.39
perch,0.314
perchance,0.298
percolation,0.415
perdition,0.496
perforated,0.344
perforce,0.354
perfume,0.463
peri,0.37
peridot,0.435
periodical,0.43
periphery,0.366
perish,0.415
perishable,0.354
perished,0.225
perishing,0.148
perjury,0.409
permeable,0.495
permeate,0.407
permissive,0.413
pernicious,0.382
perpendicular,0.439
perplexed,0.318
perplexing,0.362
personal,0.467
perspiration,0.49
pert,0.348
pertussis,0.386
peruse,0.439
perverse,0.464
perversion,0.49
perverted,0.436
pesky,0.431
pessimism,0.264
pessimist,0.218
pessimistic,0.236
pest,0.452
pester,0.385
pestilence,0.283
pestle,0.426
pesto,0.336
pet,0.305
petal,0.211
petite,0.245
petition,0.415
petloss,0.424
petpeeve,0.392
petrified,0.232
petrify,0.447
petticoat,0.351
petting,0.48
petty,0.236
petulant,0.491
petunia,0.356
pewter,0.321
peyote,0.426
phalanx,0.455
phantom,0.448
phase,0.482
pheasant,0.292
phew,0.302
phi,0.452
philistine,0.491
phlegm,0.24
pho,0.384
phobia,0.291
phone,0.418
phonics,0.455
phony,0.202
phooey,0.352
phosphate,0.407
phosphor,0.427
phosphorus,0.37
photo,0.431
photogenic,0.495
photograph,0.358
photography,0.36
photometry,0.436
photon,0.455
phrase,0.314
phylogeny,0.481
pi,0.4
piano,0.438
piazza,0.472
piccolo,0.38
picket,0.451
picketing,0.471
pickle,0.288
pickled,0.291
pickpocket,0.449
pickup,0.42
picnic,0.375
pictorial,0.476
picture,0.462
pictures,0.405
picturesque,0.483
pie,0.368
piece,0.367
piecemeal,0.319
pieceofshit,0.292
pied,0.35
pier,0.445
piety,0.482
pig,0.324
pigeon,0.276
piggy,0.412
piggyback,0.343
pigheaded,0.358
piglet,0.25
pigment,0.339
pigskin,0.3
pigsty,0.221
pike,0.452
piles,0.468
pileup,0.446
pill,0.368
pillage,0.375
pillbox,0.296
pillow,0.195
pillowcase,0.25
pimple,0.274
pin,0.39
pinball,0.442
pinch,0.339
pinching,0.345
pine,0.312
pineapple,0.245
ping,0.391
pinhead,0.308
pinhole,0.345
pinion,0.346
pink,0.471
pinkie,0.269
pinot,0.361
pint,0.321
pinto,0.373
pinup,0.393
pious,0.426
pip,0.366
pipe,0.33
piped,0.379
pipeline,0.411
piper,0.398
pipette,0.418
piping,0.405
pipsqueak,0.349
pique,0.426
piscina,0.443
piss,0.268
pissedoff,0.459
pisser,0.398
pissesmeoff,0.441
pissingmeoff,0.423
pissoff,0.4
pistachio,0.305
pit,0.278
pita,0.255
pitch,0.465
pitiful,0.232
pitted,0.47
pitter,0.384
pituitary,0.442
pity,0.114
pivot,0.44
pix,0.364
pixie,0.325
pizza,0.295
pizzeria,0.364
place,0.398
placebo,0.365
placenta,0.443
placid,0.491
placket,0.228
plagiarism,0.436
plague,0.355
plaid,0.417
plain,0.311
plainclothes,0.424
plaintive,0.306
plane,0.386
plank,0.333
plankton,0.371
plant,0.371
plaque,0.42
plasma,0.36
plaster,0.255
plastic,0.32
plasticity,0.402
plate,0.366
plateau,0.4
plated,0.457
plating,0.433
platonic,0.469
platter,0.219
play,0.358
playful,0.463
playground,0.435
playhouse,0.426
playmate,0.398
playpen,0.475
playroom,0.38
plaything,0.277
plead,0.195
pleat,0.316
pleated,0.436
plexus,0.395
pliable,0.44
pliers,0.441
plinth,0.473
plodding,0.439
plop,0.349
plough,0.458
ploughed,0.431
plover,0.191
plow,0.456
plowed,0.355
pluck,0.474
plug,0.473
plum,0.17
plumage,0.284
plumber,0.448
plumbing,0.441
plume,0.375
plummet,0.36
plump,0.387
plumper,0.353
plunger,0.373
plush,0.318
ply,0.324
plywood,0.38
pneumonia,0.324
pocket,0.34
pocketbook,0.343
pocketful,0.306
pod,0.339
poems,0.418
poetics,0.353
pogo,0.368
point,0.431
pointless,0.111
pointy,0.438
poisoned,0.402
poke,0.475
poker,0.398
pole,0.368
polio,0.409
polished,0.491
polka,0.426
pollen,0.292
pollute,0.48
pollution,0.445
polo,0.415
polyester,0.366
polymer,0.393
pomp,0.413
pompous,0.409
poncho,0.231
pond,0.358
pong,0.396
pontoon,0.373
pony,0.315
ponytail,0.302
pooch,0.347
poodle,0.301
poof,0.21
poop,0.172
poor,0.087
poorly,0.196
pop,0.491
popcorn,0.231
popper,0.411
poppy,0.357
